SSS vs= 1.01  t=  202
%P VOLT1   = 7860
%P VOLT2   = 7944
%P S2_SC   =  1.01
%P L_ANG_MAX = 202
B   0 789   70   -1
B  10 7892   70   -1
B  20 7892   70   -1
B  30 7815   70   -1
B  41 7750   70   -1
B  51 7757   70   -1
B  61 7782   70   -1
B  73 7510   70   -1
B  83 7483   70    2
B  93 7509   70    9
B 103 7412   70   17
B 113 7385   70   25
B 123 7309   70   35
B 133 7214   70   44
B 143 7231   70   53
B 153 7313   69   62
B 163 7388   52   71
B 173 7403   32   81
B 183 7476   30   92
B 193 7507   30  102
B 203 7538   30  113
*** dt = 45 , A = 113 , rpm = 348 
B 213 7483   30  122
B 223 7739   30  131
B 233 7743   30  139
B 243 7783   30  148
pull out 153
B 253 7786 -101  157
B 263 7727 -101  165
B 273 7531 -101  170
B 283 7528 -101  177
B 293 7579 -101  182
B 303 7638 -101  187
B 313 7288 -101  189
B 323 7260 -101  192
*** amax = 192  vhit = 105
B 333 7290 -106  191
B 343 7330 -106  191
B 353 7286 -106  182
B 363 7221 -106  168
B 373 6840 -106  153
B 383 6910 -106  136
B 393 6905 -106  119
B 403 7124 -106  101
B 413 7146 -106   81
B 423 7295 -106   60
B 433 7432 -106   37
B 443 7436 -106   15
B 453 7444 -106   -8
push -10 -10
push out at target
B 463 7447   81  -19
B 473 7419   81  -31
B 483 7359   81  -45
B 493 7400   81  -59
B 503 7451   81  -72
B 513 7396   81  -87
B 523 7252   81 -101
B 533 7196   81 -114
B 543 7227   81 -121
B 553 7369   48 -123
B 563 7335    6 -123
B 573 7358   10 -120
B 583 6989   10 -107
B 593 7089   10  -93
B 603 7144   10  -80
B 614 7594   10  -66
B 624 7607   10  -51
B 634 7792   10  -37
B 644 7797   10  -22
B 654 7798   10   -8
pb end 
B 664 7835    0    6
B 674 7839    0   18
B 684 7838    0   28
B 694 7841    0   35
B 704 7841    0   40
B 714 7842    0   42
B 724 7844    0   44
B 734 7844    0   45
B 744 7845    0   45
B 754 7845    0   45
SSS vs= 1.01  t=  217
%P VOLT1   = 7801
%P VOLT2   = 7916
%P S2_SC   =  1.02
%P L_ANG_MAX = 217
B 764 7845   71   45
B 775 7848   71   45
B 785 7848   71   45
B 795 7882   71   45
B 806 7770   71   45
B 816 7669   71   44
B 827 7633   71   44
B 838 7569   71   44
B 848 7551   71   44
B 858 7296   71   45
B 868 7292   71   45
B 878 7320   71   49
B 888 7316   71   55
B 898 7270   70   62
B 908 7275   56   70
B 918 7167   46   78
B 928 7248   30   87
B 938 7295   30   96
B 948 7332   30  105
B 958 7445   30  114
*** adj PULL_V2->30 
*** dt = 74 , A = 115 , rpm = 298 
B 968 7466   30  123
B 978 7620   30  132
B 988 7734   30  140
B 998 7737   30  148
B 1008 7778   30  155
B 1018 7742   30  163
B 1028 7742   30  169
pull out 173
B 1038 7780 -101  176
B 1048 7779 -101  183
B 1058 7780 -101  189
B 1068 7779 -101  195
B 1078 7611 -101  201
B 1088 7556 -101  204
B 1098 7587 -101  208
B 1108 7640 -101  212
B 1118 7682 -101  214
B 1128 7328 -101  215
B 1138 7391 -101  215
B 1148 7262 -101  215
*** amax = 215  vhit = 101
B 1158 7338 -102  210
B 1168 7248 -102  197
B 1178 7281 -102  181
B 1188 6995 -102  165
B 1198 6955 -102  147
