SSS vs= 0.98  t=  186
%P VOLT1   = 8214
%P VOLT2   = 8185
%P S2_SC   =  0.98
%P L_ANG_MAX = 186
B   0 820   68   -3
B  10 8202   68   -3
B  20 8202   68   -3
B  30 8093   68   -3
B  40 8058   68   -3
B  50 8070   68   -3
B  60 8073   68   -3
B  70 7800   68    0
B  80 7782   68    6
B  91 7746   68   15
B 101 7708   68   24
B 111 7519   68   32
B 123 7545   68   41
B 134 7559   68   51
B 144 7629   68   61
B 154 7723   29   69
B 164 7726   29   79
B 174 7786   29   89
*** adj PULL_V2->52 
*** dt = 49 , A = 97 , rpm = 332 
B 184 7807   50  101
B 194 7829   50  110
B 204 7839   50  119
B 214 8024   50  127
B 224 8024   50  137
pull out 141
B 234 8024  -97  145
B 244 7992  -97  153
B 254 7985  -97  161
B 264 7838  -97  171
B 274 7805  -97  178
B 284 7840  -97  186
B 294 7860  -97  194
B 304 7343  -97  200
B 314 7340  -97  205
B 324 7590  -97  205
B 334 7574  -97  205
*** amax = 205  vhit = 91
B 344 7523  -88  203
B 354 7475  -88  189
B 364 7259  -88  175
B 374 7324  -88  158
B 384 7187  -88  141
B 394 7279  -88  123
B 404 7305  -88  104
B 414 7562  -88   83
B 424 7667  -88   61
B 434 7667  -88   37
B 444 7745  -88   13
B 454 7762  -88   -8
push -11 -10
push out at target
B 464 7762   78  -18
B 474 7723   78  -29
B 484 7672   78  -43
B 494 7711   78  -55
B 504 7761   78  -69
B 514 7593   78  -83
B 524 7610   78  -97
B 534 7640   78 -107
B 544 7603   71 -112
B 554 7551   30 -112
B 564 7627    9 -112
B 574 7603    9 -105
B 584 7687    9  -92
B 594 7514    9  -81
B 604 7782    9  -67
B 614 7791    9  -53
B 624 8114    9  -40
B 634 8117    9  -26
B 644 8118    9  -13
pb end 
B 654 8118   10    0
B 664 8121   10   11
B 674 8120   10   20
B 684 8157   10   25
B 694 8155   10   29
B 704 8158   10   32
B 714 8157   10   33
B 724 8157   10   33
B 734 8158   10   33
B 744 8157   10   33
B 754 8158   10   34
B 764 8157   10   34
B 774 8157   10   34
B 784 8192   10   34
B 794 8191   10   34
B 804 8157   10   34
B 814 8155   10   34
B 824 8157   10   34
B 834 8157   10   34
B 844 8155   10   34
B 854 8157   10   34
B 864 8157   10   34
B 874 8158   10   34
B 884 8159   10   34
B 894 8157   10   34
B 904 8158   10   33
B 914 8158   10   33
B 924 8159   10   33
B 934 8158   10   33
B 944 8158   10   33
B 954 8159   10   33
B 964 8158   10   33
B 974 8157   10   33
B 984 8158   10   33
B 994 8159   10   33
B 1004 8159   10   33
B 1014 8158   10   33
B 1024 8161   10   33
B 1034 8158   10   33
B 1044 8158   10   33
B 1054 8159   10   33
B 1064 8158   10   33
B 1074 8159   10   33
B 1084 8159   10   33
B 1094 8158   10   33
B 1104 8159   10   33
B 1114 8158   10   33
B 1124 8158   10   33
B 1134 8159   10   33
B 1144 8159   10   33
SSS vs= 0.98  t=  196
%P VOLT1   = 8155
%P VOLT2   = 8167
%P S2_SC   =  0.98
%P L_ANG_MAX = 196
B 1154 8159   68   33
B 1164 8159   68   33
B 1174 8161   68   33
B 1184 8032   68   33
B 1194 7992   68   33
B 1204 7975   68   33
B 1214 7940   68   33
B 1224 7540   68   33
B 1234 7608   68   35
B 1244 7623   68   41
B 1254 7580   68   48
B 1264 7527   68   55
B 1274 7536   49   63
B 1284 7568   29   71
B 1294 7683   29   80
B 1304 7721   29   89
*** adj PULL_V2->64 
*** dt = 75 , A = 93 , rpm = 298 
B 1314 7783   62   97
B 1324 7868   62  105
B 1334 7875   62  111
B 1344 8008   62  118
B 1354 7989   62  125
B 1364 7987   62  131
B 1374 7977   62  138
pull out 147
B 1384 7806  -98  147
B 1394 7783  -98  157
B 1404 7813  -98  167
B 1414 7695  -98  177
B 1424 7621  -98  186
B 1434 7588  -98  196
B 1444 7654  -98  205
B 1454 7713  -98  212
B 1464 7505  -98  217
B 1474 7540  -98  220
B 1484 7429  -98  220
B 1494 7556  -98  219
*** amax = 220  vhit = 88
B 1504 7430  -86  207
B 1514 7455  -86  193
B 1524 7092  -86  177
B 1534 7165  -86  159
B 1544 7227  -86  141
B 1554 7334  -86  122
B 1564 7525  -86  102
B 1574 7524  -86   81
B 1584 7701  -86   57
B 1594 7742  -86   33
B 1604 7755  -86    9
push -10 -10
push out at target
B 1614 7773   78  -11
