SSS vs= 0.97  t=  178
%P VOLT1   = 8096
%P VOLT2   = 8304
%P S2_SC   =  0.98
%P L_ANG_MAX = 178
B   0 817   68    4
B  10 8179   68    4
B  21 8085   68    4
B  31 8038   68    4
B  41 8043   68    4
B  51 8044   68    5
B  61 8024   68    5
B  71 7760   68    6
B  81 7776   68   13
B  91 7756   68   22
B 101 7641   68   30
B 111 7576   68   39
B 121 7590   68   48
B 131 7600   68   56
B 141 7647   29   66
B 151 7648   29   76
B 161 7770   29   86
*** dt = 46 , A = 92 , rpm = 332 
B 171 7805   29   97
B 181 7832   29  107
B 191 7812   29  117
B 201 8067   29  125
B 211 8069   29  134
pull out 134
B 221 8074  -97  142
B 231 8067  -97  151
B 241 7844  -97  158
B 251 7849  -97  165
B 261 7896  -97  172
B 271 7952  -97  177
B 281 7353  -97  181
B 291 7526  -97  183
B 301 7399  -97  183
B 311 7569  -97  183
*** amax = 183  vhit = 98
B 321 7569  -95  176
B 331 7571  -95  162
B 341 7294  -95  147
B 351 7224  -95  130
B 361 7288  -95  114
B 371 7333  -95   96
B 381 7601  -95   76
B 391 7610  -95   56
B 401 7675  -95   34
B 411 7710  -95   11
push -10 -10
push out at target
B 421 7719   78  -11
B 431 7757   78  -21
B 441 7688   78  -33
B 451 7622   78  -47
B 461 7650   78  -62
B 471 7596   78  -75
B 481 7648   78  -90
B 491 7402   78 -106
B 501 7689   78 -120
B 511 7577   78 -129
B 521 7615   63 -132
B 531 7584   14 -132
B 541 7667    9 -132
B 551 7602    9 -124
B 561 7495    9 -111
B 571 7527    9 -100
B 581 8040    9  -88
B 591 8121    9  -75
B 601 8124    9  -62
B 611 8127    9  -50
B 621 8129    9  -37
pb end 
B 631 8131   10  -25
B 641 8129   10  -14
B 651 8168   10   -4
B 661 8168   10    5
B 671 8168   10   11
B 681 8169   10   16
B 691 8169   10   19
B 701 8169   10   22
B 711 8170   10   23
B 721 8168   10   24
B 731 8170   10   26
B 741 8168   10   27
B 751 8169   10   27
B 761 8169   10   27
B 771 8169   10   27
B 781 8169   10   27
B 791 8169   10   27
B 801 8169   10   27
B 811 8170   10   27
B 821 8169   10   27
B 831 8170   10   27
SSS vs= 0.98  t=  193
%P VOLT1   = 8096
%P VOLT2   = 8283
%P S2_SC   =  0.98
%P L_ANG_MAX = 193
B 841 8169   68   27
B 851 8170   68   27
B 861 8169   68   27
B 871 8043   68   27
B 881 8005   68   27
B 891 7984   68   27
B 901 7949   68   27
B 911 7565   68   27
B 921 7618   68   32
B 931 7631   68   38
B 941 7626   68   45
B 951 7508   68   52
B 961 7521   68   59
B 971 7553   29   67
B 981 7655   29   76
B 991 7689   29   85
*** adj PULL_V2->30 
*** dt = 72 , A = 92 , rpm = 298 
B 1001 7762   29   95
B 1011 7790   29  104
B 1021 7804   29  113
B 1031 8025   29  120
B 1041 8029   29  128
B 1051 8031   29  135
B 1061 8069   29  144
pull out 151
B 1071 8067   29  151
B 1081 8070  -97  157
B 1091 8072  -97  164
B 1101 7916  -97  170
B 1111 7834  -97  174
B 1121 7894  -97  179
B 1131 7272  -97  184
B 1141 7320  -97  187
B 1151 7514  -97  188
B 1161 7728  -97  189
B 1171 7607  -97  189
*** amax = 189  vhit = 102
B 1181 7633  -99  187
B 1191 7465  -99  175
B 1201 7474  -99  160
B 1211 7357  -99  144
B 1221 7186  -99  127
B 1231 7246  -99  109
B 1241 7393  -99   90
B 1251 7617  -99   70
B 1261 7614  -99   48
B 1271 7678  -99   26
B 1281 7712  -99    3
push -10 -10
push out at target
B 1291 7720   78  -14
B 1301 7709   78  -25
B 1311 7668   78  -39
B 1321 7607   78  -53
B 1331 7679   78  -67
B 1341 7590   78  -81
B 1351 7635   78  -97
B 1361 7466   78 -112
B 1371 7657   78 -124
B 1381 7568   78 -129
B 1391 7590   30 -129
B 1401 7469    9 -129
B 1411 7634    9 -125
B 1421 7510    9 -112
B 1431 7504    9 -100
B 1441 7530    9  -88
B 1451 7968    9  -75
B 1461 8118    9  -61
B 1471 8121    9  -48
B 1481 8124    9  -34
B 1491 8127    9  -21
pb end 
B 1501 8127   10   -8
B 1511 8127   10    4
B 1521 8128   10   13
B 1531 8128   10   20
B 1541 8128   10   26
B 1551 8129   10   30
B 1561 8129   10   32
B 1571 8129   10   33
B 1581 8129   10   34
B 1591 8131   10   34
B 1601 8165   10   36
B 1611 8163   10   36
B 1621 8166   10   36
B 1631 8165   10   36
B 1641 8165   10   36
B 1651 8165   10   36
B 1661 8163   10   36
B 1671 8165   10   36
B 1681 8165   10   36
SSS vs= 0.98  t=  198
%P VOLT1   = 8096
%P VOLT2   = 8265
%P S2_SC   =  0.98
%P L_ANG_MAX = 198
B 1691 8165   68   36
B 1701 8129   68   36
B 1711 8065   68   36
B 1721 7983   68   36
B 1731 7994   68   35
B 1741 7965   68   35
B 1751 7608   68   36
B 1761 7621   68   36
B 1771 7618   68   37
B 1781 7604   68   44
B 1791 7525   68   50
B 1801 7545   68   58
B 1811 7514   49   65
B 1821 7584   29   73
B 1831 7578   29   82
B 1841 7690   29   91
*** adj PULL_V2->30 
*** dt = 74 , A = 96 , rpm = 298 
B 1851 7737   29  100
B 1861 7757   29  109
B 1871 7806   29  117
B 1881 8059   29  124
B 1891 8062   29  132
B 1901 8029   29  139
B 1911 8069   29  148
pull out 154
B 1921 8067  -98  154
B 1931 8070  -98  160
B 1941 8055  -98  167
B 1951 7852  -98  172
B 1961 7835  -98  176
B 1971 7877  -98  181
B 1981 7929  -98  185
B 1991 7402  -98  188
B 2001 7707  -98  188
B 2011 7610  -98  188
B 2021 7606  -98  188
*** amax = 188  vhit = 105
B 2031 7586 -102  183
B 2041 7572 -102  168
B 2051 7431 -102  153
B 2061 7179 -102  136
B 2071 7246 -102  120
B 2081 7294 -102  102
B 2091 7536 -102   81
B 2101 7540 -102   61
B 2111 7641 -102   40
B 2121 7709 -102   16
B 2131 7713 -102   -6
push -10 -10
push out at target
B 2141 7719   78  -18
B 2151 7695   78  -30
B 2161 7625   78  -44
B 2171 7654   78  -58
B 2181 7627   78  -72
B 2191 7676   78  -86
B 2201 7362   78 -100
B 2211 7694   78 -114
B 2221 7584   78 -124
B 2231 7618   71 -126
B 2241 7586    6 -127
B 2251 7684    0 -126
B 2261 7646    9 -118
B 2271 7496    9 -105
B 2281 7524    9  -96
B 2291 8001    9  -84
B 2301 8080    9  -71
B 2311 8083    9  -58
B 2321 8121    9  -46
B 2331 8122    9  -34
B 2341 8124    9  -23
pb end 
B 2351 8124   10  -12
B 2361 8125   10   -2
B 2371 8125   10    4
B 2381 8127   10   10
B 2391 8125   10   14
B 2401 8127   10   16
B 2411 8125   10   18
B 2421 8128   10   20
B 2431 8127   10   20
B 2441 8128   10   20
B 2451 8127   10   22
B 2461 8128   10   22
B 2471 8127   10   22
B 2481 8128   10   22
B 2491 8127   10   22
B 2501 8125   10   22
B 2511 8127   10   22
B 2521 8127   10   22
B 2531 8125   10   22
B 2541 8127   10   22
SSS vs= 0.98  t=  203
%P VOLT1   = 8037
%P VOLT2   = 8258
%P S2_SC   =  0.98
%P L_ANG_MAX = 203
B 2551 8127   68   22
B 2561 8129   68   22
B 2571 8128   68   22
B 2581 7999   68   22
B 2591 7967   68   22
B 2601 7947   68   22
B 2611 7914   68   22
B 2621 7601   68   22
B 2631 7655   68   28
B 2641 7651   68   35
B 2651 7608   68   42
B 2661 7537   68   48
B 2671 7557   68   55
B 2681 7488   59   63
B 2691 7623   35   72
B 2701 7649   29   80
B 2711 7704   29   89
B 2721 7739   29   98
*** adj PULL_V2->30 
*** dt = 74 , A = 101 , rpm = 298 
B 2731 7761   29  107
B 2741 7981   29  115
B 2751 8058   29  122
B 2761 8060   29  130
B 2771 8029   29  137
B 2781 8066   29  144
B 2791 8064   29  150
pull out 154
B 2801 8066  -98  156
B 2811 8066  -98  163
B 2821 8066  -98  168
B 2831 7886  -98  175
B 2841 7835  -98  178
B 2851 7864  -98  183
B 2861 7918  -98  187
B 2871 7568  -98  189
B 2881 7572  -98  191
B 2891 7629  -98  190
*** amax = 191  vhit = 106
B 2901 7652 -104  190
B 2911 7592 -104  184
B 2921 7575 -104  171
B 2931 7253 -104  156
B 2941 7316 -104  140
B 2951 7243 -104  121
B 2961 7365 -104  103
B 2971 7394 -104   84
B 2981 7542 -104   63
B 2991 7713 -104   42
B 3001 7709 -104   18
B 3011 7712 -104   -6
push -10 -10
push out at target
B 3021 7719   78  -17
B 3031 7695   78  -28
B 3041 7639   78  -42
B 3051 7644   78  -57
B 3061 7689   78  -70
B 3071 7633   78  -86
B 3081 7529   78 -100
B 3091 7520   78 -115
B 3101 7555   78 -125
B 3111 7661   71 -129
B 3121 7624   22 -129
B 3131 7634    9 -129
B 3141 7406    9 -122
B 3151 7485    9 -109
B 3161 7482    9  -98
B 3171 8067    9  -87
B 3181 8074    9  -73
B 3191 8080    9  -61
B 3201 8117    9  -48
B 3211 8119    9  -36
B 3221 8121    9  -24
pb end 
B 3231 8121   10  -12
B 3241 8124   10   -2
B 3251 8122   10    7
B 3261 8124   10   13
B 3271 8122   10   18
B 3281 8124   10   21
B 3291 8124   10   23
B 3301 8124   10   24
B 3311 8125   10   25
B 3321 8125   10   27
B 3331 8124   10   28
B 3341 8127   10   28
B 3351 8125   10   28
B 3361 8124   10   28
B 3371 8124   10   28
B 3381 8125   10   28
B 3391 8125   10   28
B 3401 8124   10   28
B 3411 8125   10   28
B 3421 8125   10   28
SSS vs= 0.98  t=  208
%P VOLT1   = 8037
%P VOLT2   = 8255
%P S2_SC   =  0.98
%P L_ANG_MAX = 208
B 3431 8125   68   28
B 3441 8033   68   28
B 3452 7973   68   28
B 3462 7950   68   28
B 3473 7565   68   28
B 3484 7534   68   28
B 3494 7626   68   32
B 3504 7592   68   38
B 3514 7619   68   44
B 3524 7603   68   52
B 3534 7546   68   59
B 3544 7546   53   67
B 3554 7543   36   76
B 3564 7630   29   84
B 3574 7663   29   94
B 3584 7705   29  104
*** dt = 61 , A = 107 , rpm = 332 
B 3594 7777   29  113
B 3604 7795   29  122
B 3614 7875   29  131
B 3624 8021   29  138
B 3634 8025   29  146
B 3644 8060   29  155
pull out 158
B 3654 8062  -98  163
B 3664 8064  -98  170
B 3674 7923  -98  176
B 3684 7820  -98  180
B 3694 7841  -98  185
B 3704 7892  -98  190
B 3714 7374  -98  194
B 3724 7396  -98  196
B 3734 7516  -98  196
B 3744 7645  -98  196
B 3754 7576  -98  196
*** amax = 196  vhit = 106
B 3764 7615 -104  184
B 3774 7368 -104  168
B 3784 7420 -104  152
B 3794 7278 -104  136
B 3804 7270 -104  118
B 3814 7315 -104  100
B 3824 7437 -104   80
B 3834 7648 -104   58
B 3844 7638 -104   36
B 3854 7710 -104   13
B 3864 7716 -104  -10
push -10 -10
push out at target
B 3874 7719   78  -21
B 3884 7685   78  -33
B 3894 7608   78  -48
B 3904 7632   78  -61
B 3914 7718   78  -74
B 3924 7374   78  -89
B 3934 7399   78 -104
B 3944 7508   78 -116
B 3954 7629   78 -122
B 3964 7570   38 -124
B 3974 7617    6 -124
B 3984 7521    9 -121
B 3994 7613    9 -109
B 4004 7473    9  -98
B 4014 8025    9  -88
B 4024 8039    9  -74
B 4034 8076    9  -62
B 4044 8080    9  -51
B 4054 8081    9  -39
B 4064 8118    9  -28
pb end 
B 4074 8119   10  -16
B 4084 8121   10   -7
B 4094 8121   10    1
B 4104 8121   10    7
B 4114 8121   10   12
B 4124 8122   10   15
B 4134 8121   10   17
B 4144 8122   10   18
B 4154 8121   10   19
B 4164 8122   10   22
B 4174 8122   10   22
B 4184 8124   10   22
B 4194 8121   10   22
B 4204 8122   10   22
B 4214 8122   10   22
B 4224 8121   10   22
B 4234 8121   10   22
B 4244 8121   10   22
B 4254 8122   10   22
B 4264 8122   10   22
SSS vs= 0.98  t=  208
%P VOLT1   = 8037
%P VOLT2   = 8251
%P S2_SC   =  0.99
%P L_ANG_MAX = 208
B 4274 8124   68   22
B 4284 8122   68   22
B 4294 8124   68   22
B 4304 8044   68   22
B 4314 7977   68   22
B 4324 7949   68   22
B 4334 7922   68   22
B 4344 7609   68   22
B 4354 7592   68   23
B 4364 7587   68   29
B 4374 7565   68   36
B 4384 7599   68   44
B 4394 7507   68   50
B 4404 7512   68   57
B 4414 7510   58   65
B 4424 7578   40   74
B 4434 7685   29   84
B 4444 7710   29   93
B 4454 7763   29  103
*** dt = 66 , A = 107 , rpm = 315 
B 4464 7858   29  112
B 4474 7875   29  120
B 4484 7875   29  128
B 4494 8022   29  136
B 4504 8025   29  144
B 4514 8025   29  152
B 4524 8060   29  159
pull out 159
B 4534 8062  -98  165
B 4544 8060  -98  172
B 4554 7972  -98  179
B 4564 7839  -98  184
B 4574 7846  -98  188
B 4584 7888  -98  192
B 4594 7939  -98  196
B 4604 7364  -98  198
B 4614 7674  -98  199
B 4624 7554  -98  199
B 4634 7543  -98  199
*** amax = 199  vhit = 104
B 4644 7545 -102  188
B 4654 7550 -102  172
B 4664 7459 -102  157
B 4674 7205 -102  140
B 4684 7269 -102  122
B 4694 7308 -102  103
B 4704 7539 -102   83
B 4714 7538 -102   62
B 4724 7641 -102   40
B 4734 7710 -102   16
B 4744 7717 -102   -8
push -11 -10
push out at target
B 4754 7721   78  -20
B 4764 7695   78  -32
B 4774 7614   78  -45
B 4784 7664   78  -60
B 4794 7675   78  -73
B 4804 7723   78  -88
B 4814 7398   78 -101
B 4824 7634   78 -114
B 4834 7533   78 -122
B 4844 7545   55 -124
B 4854 7586    6 -124
B 4864 7744    9 -122
B 4874 7670    9 -111
B 4884 7433    9 -100
B 4894 7453    9  -89
B 4904 7926    9  -76
B 4914 8073    9  -64
B 4924 8077    9  -52
B 4934 8078    9  -40
B 4944 8118    9  -28
pb end 
B 4954 8119   10  -17
B 4964 8118   10   -8
B 4974 8118   10    0
B 4984 8121   10    6
B 4994 8122   10   11
B 5004 8121   10   15
B 5014 8119   10   17
B 5024 8119   10   19
B 5034 8122   10   20
B 5044 8119   10   20
B 5054 8121   10   23
B 5064 8122   10   23
B 5074 8121   10   23
B 5084 8119   10   23
B 5094 8121   10   23
B 5104 8118   10   23
B 5114 8119   10   23
B 5124 8119   10   23
B 5134 8119   10   23
B 5144 8121   10   23
SSS vs= 0.99  t=  208
%P VOLT1   = 8096
%P VOLT2   = 8248
%P S2_SC   =  0.98
%P L_ANG_MAX = 208
B 5155 8156   68   23
B 5166 8122   68   23
B 5176 8122   68   23
B 5186 8035   68   23
B 5196 7974   68   23
B 5206 7952   68   23
B 5216 7925   68   23
B 5226 7610   68   23
B 5236 7591   68   24
B 5246 7625   68   30
B 5256 7606   68   36
B 5266 7624   68   43
B 5276 7570   68   50
B 5286 7510   68   57
B 5296 7504   58   65
B 5306 7575   38   74
B 5316 7656   29   83
B 5326 7681   29   92
B 5336 7729   29  102
*** dt = 67 , A = 106 , rpm = 315 
B 5346 7895   29  110
B 5356 7905   29  119
B 5366 8015   29  126
B 5376 8019   29  134
B 5386 8021   29  141
B 5396 8059   29  148
B 5406 8022   29  155
pull out 156
B 5416 8017  -98  161
B 5426 8023  -98  168
B 5436 7986  -98  174
B 5446 7844  -98  179
B 5456 7845  -98  183
B 5466 7925  -98  188
B 5476 7973  -98  191
B 5486 7541  -98  193
B 5496 7642  -98  194
B 5506 7525  -98  194
*** amax = 194  vhit = 107
B 5516 7616 -104  193
B 5526 7542 -104  182
B 5536 7542 -104  167
B 5546 7306 -104  152
B 5556 7235 -104  135
B 5566 7301 -104  117
B 5576 7382 -104   99
B 5586 7506 -104   79
B 5596 7503 -104   58
B 5606 7675 -104   36
B 5616 7707 -104   13
B 5626 7712 -104  -10
push -10 -10
push out at target
B 5636 7717   78  -21
B 5646 7650   78  -33
B 5656 7576   78  -48
B 5666 7661   78  -61
B 5676 7707   78  -74
B 5686 7752   78  -89
B 5696 7430   78 -104
B 5706 7557   78 -117
B 5716 7455   78 -125
B 5726 7608   54 -127
B 5736 7621    6 -127
B 5746 7764    9 -127
B 5756 7523    9 -116
B 5766 7463    9 -104
B 5776 7486    9  -94
B 5786 8029    9  -82
B 5796 8072    9  -70
B 5806 8076    9  -58
B 5816 8077    9  -47
B 5826 8078    9  -36
pb end 
B 5836 8081   10  -24
B 5846 8114   10  -15
B 5856 8117   10   -6
B 5866 8117   10    1
B 5876 8118   10    6
B 5886 8118   10   10
B 5896 8118   10   13
B 5906 8119   10   15
B 5916 8119   10   16
B 5926 8118   10   17
B 5936 8119   10   20
B 5946 8121   10   20
B 5956 8119   10   20
B 5966 8119   10   20
B 5976 8119   10   20
B 5986 8118   10   20
B 5996 8118   10   20
B 6006 8118   10   20
B 6016 8118   10   20
B 6026 8119   10   20
B 6036 8119   10   20
SSS vs= 0.98  t=  208
%P VOLT1   = 8037
%P VOLT2   = 8248
%P S2_SC   =  0.99
%P L_ANG_MAX = 208
B 6046 8119   68   20
B 6056 8118   68   20
B 6066 8075   68   20
B 6076 7981   68   20
B 6086 7959   68   20
B 6096 7938   68   20
B 6106 7905   68   20
B 6116 7594   68   22
B 6126 7617   68   28
B 6136 7629   68   35
B 6146 7550   68   42
B 6156 7501   68   48
B 6166 7511   68   56
B 6176 7546   60   64
B 6186 7541   45   72
B 6196 7542   29   82
B 6206 7652   29   92
B 6216 7731   29  100
*** adj PULL_V2->30 
*** dt = 71 , A = 108 , rpm = 298 
B 6226 7771   29  111
B 6236 7753   29  120
B 6246 7796   29  128
B 6256 7804   29  136
B 6266 8023   29  144
B 6276 8022   29  152
B 6286 8022   29  161
pull out 167
B 6296 8060  -98  168
B 6306 8060  -98  175
B 6316 8046  -98  181
B 6326 7848  -98  187
B 6336 7832  -98  191
B 6346 7874  -98  196
B 6356 7497  -98  200
B 6366 7428  -98  202
B 6376 7411  -98  204
*** amax = 204  vhit = 102
B 6386 7596 -100  204
B 6396 7598 -100  203
B 6406 7552 -100  196
B 6416 7506 -100  183
B 6426 7369 -100  167
B 6436 7430 -100  150
B 6446 7247 -100  132
B 6456 7292 -100  115
B 6466 7317 -100   96
B 6476 7571 -100   76
B 6486 7709 -100   52
B 6496 7705 -100   30
B 6506 7712 -100    6
push -11 -10
push out at target
B 6516 7723   78  -13
B 6526 7720   78  -24
B 6536 7636   78  -37
B 6546 7647   78  -51
B 6556 7693   78  -63
B 6566 7702   78  -76
B 6576 7568   78  -91
B 6586 7563   78 -104
B 6596 7569   78 -113
B 6606 7673   63 -116
B 6616 7638   14 -116
B 6626 7622    9 -116
B 6636 7240    9 -107
B 6646 7354    9  -93
B 6656 7471    9  -80
B 6666 7689    9  -68
B 6676 7704    9  -53
B 6686 8032    9  -39
B 6696 8073    9  -24
B 6706 8074    9  -10
pb end 
B 6716 8077   10    4
B 6726 8078   10   16
B 6736 8078   10   27
B 6746 8115   10   34
B 6756 8117   10   40
B 6766 8117   10   43
B 6776 8117   10   44
B 6786 8117   10   46
B 6796 8117   10   46
B 6806 8118   10   46
B 6816 8117   10   46
B 6826 8117   10   46
B 6836 8117   10   46
B 6846 8118   10   46
B 6856 8117   10   46
B 6866 8117   10   46
B 6876 8115   10   45
B 6886 8115   10   45
B 6896 8117   10   44
B 6906 8115   10   44
SSS vs= 0.99  t=  208
%P VOLT1   = 8037
%P VOLT2   = 8237
%P S2_SC   =  0.99
%P L_ANG_MAX = 208
B 6916 8117   69   42
B 6926 8117   69   41
B 6936 7991   69   40
B 6946 7950   69   39
B 6956 7929   69   39
B 6966 7582   69   39
B 6976 7547   69   39
B 6986 7571   69   39
B 6996 7546   69   43
B 7006 7568   69   49
B 7016 7523   69   56
B 7026 7501   61   64
B 7036 7504   45   71
B 7046 7511   29   79
B 7056 7647   29   88
B 7066 7698   29   96
*** adj PULL_V2->36 
*** dt = 82 , A = 105 , rpm = 281 
B 7076 7727   35  106
B 7086 7819   35  115
B 7096 7829   35  122
B 7106 7977   35  130
B 7116 8011   35  137
B 7126 8012   35  144
B 7136 8012   35  152
B 7146 8012   35  158
B 7156 8011   35  164
pull out 165
B 7166 8008  -98  172
B 7176 8007  -98  179
B 7186 7856  -98  184
B 7196 7797  -98  188
B 7206 7829  -98  195
B 7216 7873  -98  199
B 7226 7347  -98  202
B 7236 7667  -98  204
B 7246 7581  -98  204
B 7256 7577  -98  204
*** amax = 204  vhit = 102
B 7266 7593 -100  200
B 7276 7581 -100  188
B 7286 7466 -100  172
B 7296 7135 -100  156
B 7306 7197 -100  140
B 7316 7246 -100  122
B 7326 7488 -100  102
B 7336 7492 -100   83
B 7346 7597 -100   62
B 7356 7699 -100   38
B 7366 7703 -100   16
B 7376 7716 -100   -8
push -11 -10
push out at target
B 7386 7723   78  -19
B 7396 7692   78  -31
B 7406 7609   78  -44
B 7416 7676   78  -57
B 7426 7723   78  -70
B 7436 7658   78  -84
B 7446 7646   78  -97
B 7456 7576   78 -108
B 7466 7554   78 -114
B 7476 7645   38 -115
B 7486 7653    0 -115
B 7496 7670    9 -111
B 7506 7427    9  -99
B 7516 7490    9  -85
B 7526 7447    9  -74
B 7536 7990    9  -61
B 7546 7999    9  -48
B 7556 8073    9  -33
B 7566 8074    9  -20
B 7576 8077    9   -6
B 7586 8076    9    6
pb end 
B 7596 8077   10   17
B 7606 8080   10   26
B 7616 8115   10   32
B 7626 8115   10   36
B 7636 8115   10   39
B 7646 8114   10   40
B 7656 8114   10   40
B 7666 8115   10   40
B 7676 8115   10   40
B 7686 8117   10   40
B 7696 8115   10   40
B 7706 8115   10   40
B 7716 8117   10   40
B 7726 8115   10   40
B 7736 8114   10   40
B 7746 8115   10   39
B 7756 8114   10   38
B 7766 8115   10   36
B 7776 8113   10   35
B 7786 8115   10   34
SSS vs= 0.99  t=  208
%P VOLT1   = 8037
%P VOLT2   = 8234
%P S2_SC   =  0.99
%P L_ANG_MAX = 208
B 7796 8115   69   33
B 7806 8118   69   32
B 7816 8012   69   31
B 7826 7961   69   30
B 7836 7939   69   30
B 7846 7910   69   31
B 7856 7527   69   31
B 7866 7576   69   31
B 7876 7580   69   34
B 7886 7604   69   41
B 7896 7486   69   48
B 7906 7505   69   55
B 7916 7510   63   63
B 7926 7578   43   72
B 7936 7575   29   80
B 7946 7632   29   89
B 7956 7704   29   99
*** dt = 67 , A = 106 , rpm = 315 
B 7966 7736   29  108
B 7976 7753   29  117
B 7986 7903   29  125
B 7996 7906   29  132
B 8006 8018   29  140
B 8016 8019   29  148
B 8026 8019   29  155
pull out 158
B 8036 8021  -98  161
B 8046 8056  -98  168
B 8056 8055  -98  174
B 8066 7926  -98  180
B 8076 7801  -98  184
B 8086 7819  -98  189
B 8096 7898  -98  194
B 8106 7445  -98  196
B 8116 7465  -98  199
B 8126 7548  -98  199
B 8136 7646  -98  199
*** amax = 199  vhit = 104
B 8146 7575 -102  198
B 8156 7588 -102  184
B 8166 7346 -102  170
B 8176 7404 -102  154
B 8186 7288 -102  136
B 8196 7310 -102  119
B 8206 7347 -102  100
B 8216 7468 -102   80
B 8226 7644 -102   59
B 8236 7638 -102   36
B 8246 7709 -102   13
B 8256 7715 -102  -10
push -10 -10
push out at target
B 8266 7717   78  -20
B 8276 7687   78  -32
B 8286 7644   78  -46
B 8296 7668   78  -60
B 8306 7714   78  -73
B 8316 7370   78  -88
B 8326 7392   78 -101
B 8336 7510   78 -114
B 8346 7639   78 -121
B 8356 7581   47 -122
B 8366 7593    0 -122
B 8376 7487    9 -120
B 8386 7572    9 -108
B 8396 7504    9  -96
B 8406 8019    9  -86
B 8416 8026    9  -74
B 8426 8069    9  -62
B 8436 8072    9  -50
B 8446 8073    9  -38
B 8456 8076    9  -27
B 8466 8076    9  -16
pb end 
B 8476 8076   10   -7
B 8486 8077   10    0
B 8496 8114   10    6
B 8506 8114   10   11
B 8516 8113   10   14
B 8526 8114   10   16
B 8536 8115   10   18
B 8546 8115   10   18
B 8556 8115   10   20
B 8566 8115   10   21
B 8576 8115   10   21
B 8586 8117   10   21
B 8596 8114   10   21
B 8606 8113   10   21
B 8616 8114   10   21
B 8626 8113   10   21
B 8636 8114   10   21
B 8646 8113   10   21
B 8656 8114   10   21
SSS vs= 0.99  t=  213
%P VOLT1   = 8037
%P VOLT2   = 8230
%P S2_SC   =  0.99
%P L_ANG_MAX = 213
B 8666 8115   69   21
B 8676 8115   69   21
B 8686 8115   69   20
