SSS vs= 0.96  t=  178
%P VOLT1   = 8214
%P VOLT2   = 8419
%P S2_SC   =  0.96
%P L_ANG_MAX = 178
B   0 829   67    5
B  10 8296   67    5
B  20 8182   67    5
B  30 8147   67    5
B  40 8160   67    5
B  50 8167   67    5
B  60 8154   67    5
B  70 7922   67   10
B  80 7892   67   17
B  90 7866   67   25
B 100 7676   67   34
B 110 7579   67   42
B 120 7598   67   52
B 130 7718   67   60
B 140 7793   28   69
B 150 7793   28   80
B 160 7858   28   90
*** adj PULL_V2->47 
*** dt = 43 , A = 91 , rpm = 348 
B 170 7955   45  101
B 180 7967   45  112
B 190 7896   45  122
B 200 8117   45  131
pull out 135
B 210 8122  -96  142
B 220 8088  -96  150
B 230 8021  -96  160
B 240 7822  -96  168
B 250 7885  -96  175
B 260 7939  -96  183
B 270 8002  -96  190
B 280 7507  -96  196
B 290 7675  -96  200
B 300 7546  -96  200
B 310 7668  -96  200
*** amax = 200  vhit = 89
B 320 7663  -85  194
B 330 7657  -85  180
B 340 7302  -85  164
B 350 7238  -85  148
B 360 7316  -85  130
B 370 7411  -85  111
B 380 7582  -85   92
B 390 7588  -85   70
B 400 7797  -85   48
B 410 7865  -85   24
B 420 7875  -85    0
push -10 -10
push out at target
B 430 7853   77  -13
B 440 7831   77  -24
B 450 7747   77  -38
B 460 7805   77  -53
B 470 7821   77  -66
B 480 7873   77  -82
B 490 7519   77  -96
B 500 7708   77 -110
B 510 7595   77 -119
B 520 7734   62 -122
B 530 7734   13 -122
B 540 7845    9 -122
B 550 7695    9 -110
B 560 7615    9  -98
B 570 7647    9  -86
B 580 8160    9  -72
B 590 8200    9  -59
B 600 8207    9  -46
B 610 8208    9  -32
B 620 8245    9  -19
pb end 
B 630 8248    0   -6
B 640 8248    0    6
B 650 8251    0   15
B 660 8249    0   22
B 670 8249    0   27
B 680 8252    0   30
B 690 8251    0   33
B 700 8252    0   34
B 710 8253    0   34
B 720 8252    0   34
B 730 8252    0   36
B 740 8252    0   36
B 750 8252    0   36
B 760 8253    0   36
B 770 8252    0   36
B 780 8253    0   36
B 790 8253    0   36
B 800 8253    0   36
B 810 8253    0   36
B 820 8253    0   36
B 830 8253    0   36
B 840 8255    0   34
B 850 8253    0   32
B 860 8253    0   30
B 870 8252    0   28
B 880 8253    0   26
B 890 8289    0   23
B 900 8290    0   20
B 910 8255    0   18
B 920 8255    0   15
B 930 8255    0   13
B 940 8255    0   11
B 950 8255    0    9
B 960 8253    0    7
B 970 8255    0    6
B 980 8255    0    5
B 990 8255    0    4
B 1000 8255    0    4
B 1010 8256    0    4
B 1020 8255    0    4
B 1030 8256    0    4
B 1040 8256    0    4
B 1050 8253    0    4
B 1060 8255    0    4
B 1070 8255    0    4
B 1080 8255    0    4
B 1090 8255    0    4
B 1100 8255    0    4
B 1110 8255    0    4
B 1120 8255    0    4
B 1130 8255    0    4
SSS vs= 0.96  t=  188
%P VOLT1   = 8155
%P VOLT2   = 8405
%P S2_SC   =  0.97
%P L_ANG_MAX = 188
B 1140 8255   67    5
B 1150 8192   67    5
B 1160 8111   67    5
B 1170 8119   67    5
B 1180 8175   67    5
B 1190 8153   67    5
B 1200 8126   67    5
B 1210 7735   67    6
B 1220 7795   67   13
B 1230 7779   67   22
B 1240 7789   67   31
B 1250 7707   67   40
B 1260 7737   67   50
B 1270 7686   67   59
B 1280 7763   29   68
B 1290 7758   29   78
B 1300 7898   29   90
*** adj PULL_V2->41 
*** dt = 48 , A = 91 , rpm = 365 
B 1310 7936   39  100
B 1320 7954   39  110
B 1330 7958   39  119
B 1340 8132   39  128
pull out 137
B 1350 8133  -96  138
B 1360 8136  -96  147
B 1370 7901  -96  155
B 1380 7820  -96  160
B 1390 7858  -96  167
B 1400 7957  -96  174
B 1410 8015  -96  178
B 1420 7606  -96  182
B 1430 7693  -96  183
*** amax = 183  vhit = 102
B 1440 7572  -98  182
B 1450 7687  -98  182
B 1460 7595  -98  169
B 1470 7610  -98  154
B 1480 7282  -98  138
B 1490 7214  -98  122
B 1500 7272  -98  104
B 1510 7486  -98   85
B 1520 7640  -98   63
B 1530 7635  -98   41
B 1540 7776  -98   18
B 1550 7815  -98   -4
push -10 -10
push out at target
B 1560 7828   77  -16
B 1570 7801   77  -28
B 1580 7756   77  -42
B 1590 7710   77  -58
B 1600 7756   77  -71
B 1610 7738   77  -88
B 1620 7784   77 -104
B 1630 7633   77 -119
B 1640 7681   77 -131
B 1650 7601   77 -136
B 1660 7735   30 -136
B 1670 7672    9 -136
B 1680 7830    9 -130
B 1690 7560    9 -116
B 1700 7584    9 -102
B 1710 7612    9  -90
B 1720 8085    9  -75
B 1730 8198    9  -60
B 1740 8202    9  -46
B 1750 8204    9  -32
B 1760 8205    9  -18
pb end 
B 1770 8207    0   -4
B 1780 8207    0    8
B 1790 8245    0   18
B 1800 8245    0   25
B 1810 8246    0   30
B 1820 8245    0   34
B 1830 8248    0   36
B 1840 8246    0   38
B 1850 8246    0   38
B 1860 8249    0   38
B 1870 8249    0   41
B 1880 8249    0   41
B 1890 8249    0   41
B 1900 8249    0   41
B 1910 8249    0   41
B 1920 8248    0   41
B 1930 8249    0   41
B 1940 8249    0   41
B 1950 8249    0   41
B 1960 8249    0   41
B 1970 8249    0   41
B 1980 8251    0   40
B 1990 8251    0   39
B 2000 8251    0   36
B 2010 8245    0   34
B 2020 8249    0   30
B 2030 8251    0   28
B 2040 8249    0   25
B 2050 8251    0   22
B 2060 8252    0   19
B 2070 8252    0   16
B 2080 8251    0   14
B 2090 8251    0   11
B 2100 8251    0    9
B 2110 8252    0    6
B 2120 8251    0    5
B 2130 8252    0    5
B 2140 8253    0    4
B 2150 8251    0    4
B 2160 8251    0    4
B 2170 8252    0    5
B 2180 8252    0    5
B 2190 8252    0    5
B 2200 8253    0    5
B 2210 8253    0    5
B 2220 8251    0    5
B 2230 8289    0    5
B 2240 8252    0    5
B 2250 8252    0    5
SSS vs= 0.97  t=  193
%P VOLT1   = 8155
%P VOLT2   = 8395
%P S2_SC   =  0.97
%P L_ANG_MAX = 193
B 2260 8252   67    5
B 2271 8249   67    5
B 2281 8241   67    5
B 2291 8120   67    5
B 2301 8108   67    5
B 2311 8127   67    5
B 2321 8144   67    5
B 2331 7871   67    6
B 2341 7808   67   11
B 2351 7830   67   20
B 2361 7706   67   28
B 2371 7727   67   38
B 2381 7658   67   46
B 2391 7721   67   55
B 2401 7732   29   64
B 2411 7725   29   74
B 2421 7822   29   84
*** adj PULL_V2->52 
*** dt = 59 , A = 94 , rpm = 332 
B 2431 7874   50   95
B 2441 7887   50  106
B 2451 7878   50  116
B 2461 7878   50  127
B 2471 8064   50  137
B 2481 7999   50  147
pull out 155
B 2491 8002  -96  157
B 2501 8032  -96  167
B 2511 8064  -96  178
B 2521 7919  -96  188
B 2531 7838  -96  196
B 2541 7873  -96  206
B 2551 7930  -96  214
B 2561 7450  -96  222
B 2571 7690  -96  228
B 2581 7572  -96  229
B 2591 7607  -96  229
B 2601 7633  -96  229
*** amax = 229  vhit = 82
B 2611 7618  -79  215
B 2621 7461  -79  201
B 2631 7201  -79  184
B 2641 7288  -79  166
B 2651 7350  -79  148
B 2661 7670  -79  130
B 2671 7685  -79  110
B 2681 7793  -79   88
B 2691 7932  -79   66
B 2701 7932  -79   43
B 2711 7905  -79   19
B 2721 7956  -79   -5
push -10 -10
push out at target
B 2731 7960   77  -16
B 2741 7936   77  -28
B 2751 7912   77  -42
B 2761 7839   77  -58
B 2771 7875   77  -70
B 2781 7781   77  -86
B 2791 7820   77 -102
B 2801 7530   77 -116
B 2811 7748   77 -127
B 2821 7667   77 -131
B 2831 7696   22 -132
B 2841 7622    0 -131
B 2851 7783    9 -126
B 2861 7654    9 -113
B 2871 7593    9 -100
B 2881 7613    9  -89
B 2891 8122    9  -75
B 2901 8197    9  -62
B 2911 8200    9  -49
B 2921 8202    9  -36
B 2931 8202    9  -23
pb end 
B 2941 8202    0  -11
B 2951 8205    0    0
B 2961 8210    0    8
B 2971 8208    0   15
B 2981 8208    0   20
B 2991 8245    0   23
B 3001 8245    0   26
B 3011 8246    0   27
B 3021 8245    0   28
B 3031 8246    0   28
B 3041 8245    0   30
B 3051 8245    0   30
B 3061 8246    0   30
B 3071 8246    0   30
B 3081 8246    0   30
B 3091 8248    0   30
B 3101 8246    0   30
B 3111 8248    0   30
B 3121 8248    0   30
B 3131 8246    0   30
B 3141 8248    0   30
B 3151 8246    0   30
B 3161 8246    0   30
B 3171 8249    0   30
B 3181 8248    0   28
B 3191 8248    0   26
B 3201 8249    0   23
B 3211 8246    0   21
B 3221 8248    0   18
B 3231 8248    0   16
B 3241 8248    0   13
B 3251 8248    0   11
B 3261 8249    0    9
B 3271 8248    0    7
B 3281 8248    0    6
B 3291 8251    0    5
B 3301 8248    0    5
B 3311 8249    0    5
B 3321 8248    0    5
B 3331 8248    0    5
