SSS vs= 1.02  t=  218
%P VOLT1   = 7801
%P VOLT2   = 7895
%P S2_SC   =  1.02
%P L_ANG_MAX = 218
B   0 783   71    1
B  10 7837   71    1
B  20 7821   71    1
B  31 7701   71    1
B  43 7698   71    1
B  54 7723   71    1
B  64 7387   71    1
B  74 7479   71    2
B  84 7427   71    8
B  94 7417   71   16
B 104 7310   71   25
B 115 7307   71   35
B 126 7149   71   45
B 136 7172   71   54
B 146 7186   69   63
B 157 7326   57   73
B 168 7329   47   83
B 178 7368   36   95
B 188 7416   30  105
B 198 7390   30  115
B 208 7452   30  125
*** dt = 49 , A = 129 , rpm = 332 
B 218 7463   30  135
B 228 7685   30  144
B 238 7724   30  152
B 248 7727   30  162
B 258 7729   30  171
pull out 173
B 268 7728 -102  179
B 278 7731 -102  187
B 288 7734 -102  194
B 298 7575 -102  200
B 308 7520 -102  203
B 318 7518 -102  210
B 328 6968 -102  214
B 338 7016 -102  217
B 348 7241 -102  219
B 358 7415 -102  219
B 368 7294 -102  219
B 378 7296 -102  218
*** amax = 219  vhit = 100
B 388 7092 -102  206
B 398 7113 -102  191
B 408 6996 -102  175
B 418 6856 -102  157
B 428 6908 -102  141
B 438 7048 -102  123
B 448 7306 -102  103
B 458 7310 -102   81
B 468 7380 -102   59
B 478 7422 -102   35
B 488 7430 -102   12
B 498 7448 -102   -9
push -11 -10
push out at target
B 508 7441   81  -19
B 518 7397   81  -31
B 528 7351   81  -46
B 538 7297   81  -61
B 548 7348   81  -74
B 558 7292   81  -90
B 568 7221   81 -105
B 578 7185   81 -119
B 588 7218   81 -129
B 598 7289   74 -131
B 608 7258    6 -131
B 618 7153   10 -131
B 628 6791   10 -121
B 638 6917   10 -107
B 648 7067   10  -93
B 658 7228   10  -80
B 668 7254   10  -65
B 678 7689   10  -51
B 688 7735   10  -35
B 698 7739   10  -21
pb end 
B 708 7778   10   -7
B 718 7779   10    6
B 728 7780   10   18
B 738 7780   10   27
B 748 7784   10   33
B 758 7783   10   37
B 768 7784   10   39
B 778 7786   10   41
B 788 7784   10   41
B 798 7786   10   41
B 808 7789   10   42
SSS vs= 1.02  t=  228
%P VOLT1   = 7742
%P VOLT2   = 7856
%P S2_SC   =  1.03
%P L_ANG_MAX = 228
B 818 7789   71   42
B 828 7786   71   42
B 838 7681   71   42
B 848 7618   71   42
B 858 7566   71   42
B 868 7242   71   42
B 878 7221   71   42
B 888 7211   71   42
B 898 7245   71   47
B 908 7268   71   53
B 918 7219   71   60
B 928 7207   64   67
B 938 7216   55   75
B 948 7202   47   83
B 958 7220   38   91
B 968 7252   30   99
B 978 7317   30  108
B 988 7523   30  117
*** adj PULL_V2->30 
*** dt = 76 , A = 124 , rpm = 298 
B 998 7545   30  125
B 1008 7561   30  133
B 1018 7638   30  141
B 1028 7643   30  149
B 1038 7681   30  156
B 1048 7685   30  163
B 1058 7687   30  169
B 1068 7721   30  176
pull out 179
B 1078 7724 -102  182
B 1088 7723 -102  188
B 1098 7721 -102  194
B 1108 7548 -102  199
B 1118 7503 -102  202
B 1128 7535 -102  207
B 1138 7015 -102  210
B 1148 7057 -102  212
B 1158 7242 -102  213
B 1168 7407 -102  213
B 1178 7282 -102  213
*** amax = 213  vhit = 107
B 1188 7288 -109  209
B 1198 7087 -109  195
B 1208 7113 -109  181
B 1218 7001 -109  165
B 1228 6897 -109  147
B 1238 6950 -109  130
B 1248 7090 -109  111
B 1258 7313 -109   91
B 1268 7313 -109   70
B 1278 7381 -109   47
B 1288 7381 -109   24
B 1298 7391 -109    0
push -10 -10
push out at target
B 1308 7437   82  -15
B 1318 7413   82  -26
B 1328 7359   82  -39
B 1338 7287   82  -55
B 1348 7205   82  -71
B 1358 7261   82  -85
B 1368 7244   82 -102
B 1378 7172   82 -118
B 1388 7113   82 -133
B 1398 7145   82 -142
B 1408 7225   66 -145
B 1418 7197   14 -144
B 1428 7115   10 -144
B 1438 6789   10 -131
B 1448 6909   10 -117
B 1458 7041   10 -102
B 1468 7302   10  -90
B 1478 7324   10  -75
B 1488 7689   10  -61
B 1498 7731   10  -45
B 1508 7735   10  -31
pb end 
B 1518 7737   10  -17
B 1528 7775   10   -3
B 1538 7776   10    8
B 1548 7778   10   18
B 1558 7779   10   24
B 1568 7778   10   29
B 1578 7780   10   31
B 1588 7779   10   33
B 1598 7780   10   34
B 1608 7782   10   34
B 1618 7784   10   35
SSS vs= 1.03  t=  228
%P VOLT1   = 7742
%P VOLT2   = 7846
%P S2_SC   =  1.03
%P L_ANG_MAX = 228
B 1628 7784   71   35
B 1638 7784   71   35
B 1648 7678   71   35
B 1658 7607   71   35
B 1668 7542   71   35
B 1678 7219   71   35
B 1688 7199   71   35
B 1698 7199   71   37
B 1709 7208   71   43
B 1719 7233   71   49
B 1729 7220   71   55
B 1739 7205   68   63
B 1749 7213   60   71
B 1759 7188   51   79
B 1769 7199   42   87
B 1779 7225   34   96
B 1789 7293   30  104
B 1799 7430   30  114
B 1809 7460   30  123
*** dt = 67 , A = 126 , rpm = 315 
B 1819 7480   30  131
B 1829 7596   30  140
B 1839 7602   30  147
B 1849 7677   30  155
B 1859 7678   30  163
B 1869 7681   30  170
B 1879 7718   30  176
pull out 177
B 1889 7718 -102  183
B 1899 7718 -102  189
B 1909 7717 -102  195
B 1919 7535 -102  201
B 1929 7507 -102  203
B 1939 7542 -102  208
B 1949 7023 -102  213
B 1959 7057 -102  214
B 1969 7228 -102  215
B 1979 7373 -102  215
B 1989 7264 -102  215
*** amax = 215  vhit = 106
B 1999 7282 -108  210
B 2009 7098 -108  195
B 2019 7130 -108  181
B 2029 6980 -108  165
B 2039 6867 -108  147
B 2049 6915 -108  130
B 2059 7048 -108  111
B 2069 7304 -108   90
B 2079 7303 -108   70
B 2089 7372 -108   47
B 2099 7380 -108   23
B 2109 7389 -108    0
push -10 -10
push out at target
B 2119 7403   82  -14
B 2129 7378   82  -26
B 2139 7322   82  -39
B 2149 7282   82  -54
B 2159 7251   82  -70
B 2169 7304   82  -84
B 2179 7249   82 -100
B 2189 7138   82 -117
B 2199 7070   82 -130
B 2209 7108   82 -138
B 2219 7231   57 -140
B 2229 7203    6 -140
B 2239 7147   10 -139
B 2249 6873   10 -125
B 2259 6984   10 -111
B 2269 7056   10  -97
B 2279 7378   10  -84
B 2289 7396   10  -69
B 2299 7689   10  -54
B 2309 7731   10  -39
B 2319 7732   10  -25
pb end 
B 2329 7734   10  -10
B 2339 7738   10    3
B 2349 7738   10   15
B 2359 7773   10   23
B 2369 7779   10   29
B 2379 7778   10   33
B 2389 7778   10   35
B 2399 7780   10   36
B 2409 7779   10   37
B 2419 7780   10   37
SSS vs= 1.03  t=  228
%P VOLT1   = 7742
%P VOLT2   = 7828
%P S2_SC   =  1.03
%P L_ANG_MAX = 228
B 2430 7780   72   38
B 2440 7780   72   38
B 2450 7780   72   38
B 2460 7646   72   38
B 2470 7579   72   38
B 2480 7533   72   38
B 2490 7221   72   38
B 2500 7207   72   38
B 2510 7196   72   42
B 2520 7203   72   47
B 2531 7225   72   54
B 2541 7219   71   61
B 2551 7165   64   69
B 2561 7183   56   76
B 2571 7125   46   84
B 2581 7185   37   93
B 2591 7206   30  101
B 2601 7317   30  110
B 2611 7446   30  119
*** adj PULL_V2->30 
*** dt = 75 , A = 125 , rpm = 298 
B 2621 7472   30  127
B 2631 7518   30  136
B 2641 7633   30  144
B 2651 7637   30  151
B 2661 7675   30  159
B 2671 7678   30  166
B 2681 7679   30  172
B 2691 7679   30  179
pull out 179
B 2701 7678 -102  185
B 2711 7677 -102  191
B 2721 7685 -102  197
B 2731 7511 -102  201
B 2741 7503 -102  205
B 2751 7545 -102  209
B 2761 6994 -102  212
B 2771 7026 -102  213
B 2781 7220 -102  214
B 2791 7361 -102  214
B 2801 7257 -102  214
*** amax = 214  vhit = 107
B 2811 7252 -110  206
B 2821 7103 -110  192
B 2831 7141 -110  177
B 2841 6992 -110  161
B 2851 6911 -110  143
B 2861 6956 -110  125
B 2871 7048 -110  106
B 2881 7303 -110   86
