%Initializing ... 
%  batt 7.98v 8.02v 
% * pre-auton 
%    pre-initializer 
%P L_ANGM = 210
%P L_ANG1 = 60
%P L_ANG2 = 90
%P S_V    = 80
%P S_ANG1 = 40
%P S_ANG2 = 80
%P M_V    = 80
%P M_ANG1 = 50
%P M_ANG2 = 90
in loop, waiting for press
L: in lcd_mode_selection
L: t_push=   143
L: in lcd_bat_adj
L: t_push=    72
%Initializing ...
% batt1   = 7.98v
% batt2   = 8.02v
% mode    = 0   
% time    = 4404   
% Wheel_L =    0   
% Wheel_R =    0   
% Bat     =    0   
% Intaker =    0   
% Gryo    =    0   
%Initializing ...
% batt1   = 7.98v
% batt2   = 8.02v
% mode    = 0   
% time    = 4404   
% Wheel_L =    0   
% Wheel_R =    0   
% Bat     =    0   
% Intaker =    0   
% Gryo    =    0   
%    startTask somnus_monitor
%    startTask somnus_bat
%    startTask somnus_feeder
%    startTask somnus_remote
% * usercontrol 
%    startTask somnus_monitor
%    startTask somnus_bat
%    startTask somnus_feeder
%    startTask somnus_remote
SSS vs= 1.00  t=  210
%P VOLT1   = 7978
%P VOLT2   = 8020
%P S2_SC   =  1.00
%P L_ANG_MAX = 210
B   0 799   80    0
B  11 7920   80    0
B  21 7813   80    0
B  32 7821   80    0
B  42 7850   80    0
B  52 7351   80    0
B  62 7552   80    0
B  72 7524   80    1
B  82 7579   80   10
B  92 7396   80   19
B 103 7355   80   31
B 113 7043   80   41
B 123 7003   80   50
B 134 7027   80   59
B 144 7204   73   68
B 154 7335   64   77
B 164 7319   54   87
B 175 7364   50   97
B 185 7394   50  107
B 197 7322   50  118
B 207 7341   50  128
*** dtMore = 35 , A = 128
B 218 7602   50  137
B 228 7647   50  146
B 238 7652   50  155
pull out 160
B 248 7692  -90  165
B 258 7727  -90  173
B 268 7725  -90  183
B 278 7758  -90  192
B 289 7534  -90  200
B 299 7527  -90  205
B 309 7612  -90  213
B 320 7037  -90  219
B 330 7064  -90  224
B 340 7210  -90  225
B 350 7406  -90  225
*** amax = 225  vhit = 75
B 362 7398  -75  223
B 372 7381  -75  211
B 382 7191  -75  196
B 392 7070  -75  180
B 402 7162  -75  161
B 412 7042  -75  143
B 422 7182  -75  124
B 432 7195  -75  103
B 442 7596  -75   82
B 452 7671  -75   61
B 462 7675  -75   38
B 472 7718  -75   14
B 482 7728  -75   -8
push -10 -10
push out at target
B 492 7731   80  -19
B 502 7737   80  -31
B 513 7680   80  -44
B 523 7587   80  -60
B 533 7612   80  -72
B 543 7552   80  -87
B 553 7596   80 -103
B 564 7208   80 -118
B 574 7315   80 -127
B 585 7245   64 -129
B 595 7386    5 -129
B 605 7459   10 -129
B 615 7623   10 -117
B 626 7270   10 -103
B 636 7231   10  -91
B 647 7886   10  -77
B 657 7894   10  -63
B 668 7899   10  -49
B 678 7903   10  -35
B 689 7904   10  -23
pb end 
SSS vs= 1.00  t=  210
%P VOLT1   = 7978
%P VOLT2   = 8010
%P S2_SC   =  1.00
%P L_ANG_MAX = 210
B   0 799   80   -4
B  11 7990   80   -4
B  21 7828   80   -4
B  31 7804   80   -4
B  41 7830   80   -4
B  51 7833   80   -4
B  61 7861   80   -4
B  71 7619   80   -3
B  81 7636   80    4
B  91 7551   80   13
B 101 7266   80   25
B 111 7070   80   35
B 121 7085   80   45
B 131 7043   80   54
B 141 7200   77   63
B 151 7200   69   71
B 161 7333   59   81
B 171 7362   50   91
B 181 7429   50  101
B 191 7369   50  111
B 201 7322   50  121
*** dtMore = 30 , A = 130
B 211 7340   50  130
B 221 7673   50  139
B 231 7611   50  149
pull out 157
B 241 7617  -90  157
B 251 7689  -90  167
B 262 7725  -90  177
B 273 7542  -90  187
B 283 7525  -90  193
B 294 7610  -90  201
B 304 7671  -90  208
B 314 7097  -90  212
B 325 7235  -90  215
B 336 7382  -90  215
*** amax = 215  vhit = 83
B 347 7321  -83  214
B 358 7373  -83  201
B 369 7117  -83  185
B 381 6965  -83  165
B 392 7046  -83  145
B 402 7057  -83  126
B 413 7227  -83  105
B 424 7232  -83   81
B 435 7517  -83   57
B 446 7560  -83   31
B 456 7609  -83    5
push -11 -10
push out at target
B 466 7626   80  -14
B 477 7615   80  -25
B 488 7516   80  -39
B 498 7512   80  -52
B 509 7598   80  -66
B 519 7222   80  -79
B 529 7249   80  -92
B 540 7178   80 -104
B 551 7383   80 -109
B 561 7397   27 -110
B 571 7398    0 -110
B 581 7430   10 -103
B 591 7225   10  -91
B 601 7278   10  -77
B 611 7624   10  -65
B 621 7815   10  -51
B 631 7824   10  -36
B 641 7897   10  -23
B 651 7899   10   -8
B 661 7902   10    5
pb end 
SSS vs= 1.00  t=  202
%P VOLT1   = 7978
%P VOLT2   = 8010
%P S2_SC   =  1.00
%P L_ANG_MAX = 202
B   0 798   80   -3
B  11 7989   80   -3
B  21 7989   80   -3
B  31 7929   80   -3
B  41 7807   80   -3
B  51 7808   80   -3
B  61 7841   80   -2
B  71 7378   80   -2
