SSS vs= 1.03  t=  210
%P VOLT1   = 7505
%P VOLT2   = 8017
%P S2_SC   =  1.04
%P L_ANG_MAX = 210
B   0 771   72   -6
B  10 7713   72   -6
B  20 7711   72   -6
B  30 7635   72   -6
B  40 7557   72   -6
B  50 7563   72   -6
B  60 7586   72   -6
B  70 7240   72   -6
B  80 7216   72   -2
B  90 7308   72    5
B 100 7330   72   13
B 111 7306   72   23
B 121 7102   72   33
B 132 7031   72   43
B 142 7060   72   52
B 152 7142   70   62
B 162 7207   55   73
B 172 7200   41   84
B 182 7294   31   95
B 192 7287   31  107
B 202 7332   31  119
*** adj PULL_V2->30 
*** dt = 30 , A = 126 , rpm = 398 
B 212 7325   31  131
B 222 7447   31  141
B 232 7455   31  152
pull out 158
B 243 7568 -103  163
B 253 7604 -103  174
B 264 7544 -103  185
B 274 7383 -103  191
B 284 7352 -103  199
B 294 7440 -103  207
B 304 7496 -103  213
B 314 6927 -103  217
B 324 7196 -103  219
B 334 7073 -103  219
B 344 7103 -103  219
*** amax = 219  vhit = 96
B 354 7036  -99  210
B 364 7036  -99  197
B 374 6874  -99  182
B 384 6738  -99  165
B 394 6805  -99  148
B 404 6881  -99  130
B 414 7149  -99  111
B 424 7147  -99   91
B 434 7242  -99   69
B 444 7280  -99   46
B 454 7292  -99   22
B 464 7313  -99   -2
push -11 -10
push out at target
B 474 7364   83  -18
B 484 7349   83  -29
B 494 7297   83  -43
B 504 7278   83  -58
B 514 7302   83  -70
B 524 7320   83  -86
B 534 6909   83 -101
B 544 6923   83 -117
B 554 7044   83 -128
B 564 7147   83 -134
B 574 7093   41 -134
B 584 7109   10 -134
B 594 6992   10 -130
B 604 7094   10 -117
B 614 7004   10 -106
B 624 7560   10  -94
B 634 7571   10  -81
B 644 7613   10  -69
B 654 7653   10  -55
B 664 7656   10  -43
pb end 
B 674 7657    0  -30
B 684 7660    0  -18
B 694 7660    0   -7
B 704 7663    0    2
B 714 7701    0    9
B 724 7700    0   15
B 734 7700    0   18
B 744 7701    0   21
