SSS vs= 1.00  t=  202
%P VOLT1   = 7801
%P VOLT2   = 8283
%P S2_SC   =  1.00
%P L_ANG_MAX = 202
B   0 799   70    5
B  10 7993   70    5
B  20 7936   70    5
B  30 7849   70    5
B  40 7851   70    5
B  50 7863   70    5
B  60 7849   70    5
B  70 7417   70    5
B  80 7510   70   13
B  90 7493   70   21
B 100 7428   70   30
B 110 7346   70   39
B 120 7368   70   48
B 130 7448   70   56
B 140 7450   30   65
B 150 7443   30   75
B 160 7508   30   85
*** adj PULL_V2->52 
*** dt = 72 , A = 90 , rpm = 332 
B 170 7554   52   95
B 180 7596   52  105
B 190 7610   52  115
B 200 7793   52  125
B 210 7803   52  134
B 220 7807   52  144
B 230 7736   52  153
pull out 160
B 240 7729 -100  163
B 250 7794 -100  173
B 260 7590 -100  183
B 270 7559 -100  190
B 280 7608 -100  199
B 290 7169 -100  207
B 300 7208 -100  213
B 310 7290 -100  217
B 320 7453 -100  219
B 330 7365 -100  219
*** amax = 219  vhit = 92
B 340 7396  -92  215
B 350 7247  -92  202
B 360 7275  -92  188
B 370 6947  -92  171
B 380 7020  -92  153
B 390 7070  -92  135
B 400 7313  -92  116
B 410 7431  -92   94
B 420 7427  -92   72
B 430 7567  -92   50
B 440 7574  -92   25
B 450 7593  -92    1
push -11 -10
push out at target
B 460 7605   80  -16
B 470 7594   80  -28
B 480 7543   80  -42
B 490 7540   80  -57
B 500 7500   80  -73
B 510 7550   80  -88
B 520 7424   80 -105
B 530 7282   80 -122
B 540 7221   80 -137
B 550 7402   80 -146
B 560 7455   64 -148
B 570 7425    6 -147
B 580 7237   10 -147
B 590 7085   10 -133
B 600 7203   10 -118
B 610 7258   10 -103
B 620 7520   10  -88
B 630 7534   10  -73
B 640 7896   10  -58
B 650 7903   10  -42
B 660 7904   10  -27
pb end 
B 670 7942    0  -12
B 680 7944    0    3
B 690 7945    0   14
B 700 7947    0   23
B 710 7947    0   29
B 720 7948    0   33
B 730 7948    0   35
B 740 7948    0   37
B 750 7948    0   37
B 760 7951    0   40
B 770 7950    0   40
B 780 7950    0   40
B 790 7951    0   40
B 800 7948    0   40
B 810 7950    0   40
B 820 7951    0   40
B 830 7951    0   40
B 840 7955    0   40
B 850 7951    0   40
B 860 7952    0   39
B 870 7950    0   37
B 880 7951    0   36
B 890 7951    0   34
B 900 7952    0   32
B 910 7952    0   29
B 920 7952    0   27
B 930 7952    0   24
B 940 7952    0   21
B 950 7952    0   18
B 960 7952    0   15
B 970 7952    0   12
B 980 7952    0    9
B 990 7951    0    7
B 1000 7952    0    4
B 1010 7952    0    2
B 1020 7951    0    0
B 1030 7954    0   -1
B 1040 7952    0   -1
B 1050 7951    0   -1
B 1060 7952    0   -1
B 1070 7954    0   -1
B 1080 7952    0   -1
B 1090 7951    0   -1
B 1100 7952    0   -1
B 1110 7954    0   -1
B 1120 7952    0   -1
B 1130 7952    0   -1
B 1140 7954    0   -1
B 1150 7954    0   -1
B 1160 7955    0   -1
SSS vs= 1.00  t=  212
%P VOLT1   = 7742
%P VOLT2   = 8269
%P S2_SC   =  1.01
%P L_ANG_MAX = 212
B 1170 7952   70   -1
B 1181 7988   70   -1
B 1191 7916   70   -1
B 1201 7845   70   -1
B 1211 7849   70   -1
B 1221 7869   70   -1
B 1231 7887   70    0
B 1241 7585   70    4
B 1251 7639   70   10
B 1261 7585   70   18
B 1271 7410   70   27
B 1281 7312   70   36
B 1291 7347   70   45
B 1301 7376   70   53
B 1311 7421   30   61
B 1321 7417   30   70
B 1331 7510   30   80
*** adj PULL_V2->58 
*** dt = 90 , A = 89 , rpm = 315 
B 1341 7592   58   91
B 1351 7632   58  101
B 1361 7615   58  110
B 1371 7668   58  117
B 1381 7643   58  126
B 1391 7787   58  135
B 1401 7831   58  144
B 1411 7830   58  152
B 1421 7670   58  161
pull out 169
B 1431 7720 -100  171
B 1441 7711 -100  181
B 1451 7717 -100  192
B 1461 7610 -100  202
B 1471 7503 -100  210
B 1481 7492 -100  219
B 1491 7515 -100  228
B 1501 7576 -100  236
B 1511 7314 -100  241
B 1521 7408 -100  245
B 1531 7284 -100  245
B 1541 7405 -100  245
*** amax = 245  vhit = 84
B 1551 7350  -84  237
B 1561 7352  -84  223
B 1571 6979  -84  208
B 1581 6945  -84  192
B 1591 7016  -84  173
B 1601 7169  -84  154
B 1611 7370  -84  135
B 1621 7374  -84  113
B 1631 7550  -84   91
B 1641 7624  -84   69
B 1651 7625  -84   44
B 1661 7607  -84   19
B 1671 7659  -84   -5
push -11 -10
push out at target
B 1681 7663   80  -19
B 1691 7643   80  -31
B 1701 7543   80  -44
B 1711 7553   80  -57
B 1721 7600   80  -70
B 1731 7612   80  -84
B 1741 7649   80  -97
B 1751 7429   80 -109
B 1761 7431   80 -116
B 1771 7356   48 -117
B 1781 7431    0 -118
B 1791 7515    0 -116
B 1801 7613   10 -104
B 1811 7337   10  -95
B 1821 7319   10  -83
B 1831 7328   10  -69
B 1841 7897   10  -57
B 1851 7901   10  -46
B 1861 7904   10  -34
B 1871 7938   10  -23
B 1881 7940   10  -13
pb end 
B 1891 7942    0   -5
B 1901 7942    0    1
B 1911 7944    0    5
B 1921 7947    0    9
B 1931 7947    0   12
B 1941 7947    0   13
B 1951 7947    0   14
B 1961 7947    0   17
B 1971 7948    0   17
B 1981 7947    0   17
B 1991 7947    0   17
B 2001 7947    0   17
B 2011 7945    0   18
B 2021 7947    0   18
B 2031 7948    0   18
B 2041 7948    0   18
B 2051 7948    0   18
B 2061 7948    0   17
B 2071 7948    0   17
B 2081 7947    0   17
B 2091 7948    0   17
B 2101 7948    0   17
B 2111 7950    0   17
B 2121 7948    0   15
B 2131 7950    0   14
B 2141 7951    0   13
B 2151 7948    0   11
B 2161 7948    0   10
B 2171 7951    0    9
B 2181 7950    0    9
B 2191 7948    0    8
B 2201 7950    0    7
B 2211 7950    0    7
B 2221 7950    0    7
B 2231 7950    0    7
B 2241 7950    0    7
B 2251 7950    0    7
B 2261 7948    0    7
B 2271 7951    0    7
B 2281 7951    0    7
B 2291 7950    0    7
B 2301 7950    0    7
B 2311 7951    0    7
B 2321 7950    0    7
B 2331 7950    0    7
B 2341 7951    0    7
B 2351 7948    0    7
B 2361 7947    0    7
B 2371 7951    0    7
B 2381 7951    0    7
SSS vs= 1.01  t=  207
%P VOLT1   = 7742
B 2391 7954    0    7
%P VOLT2   = 8272
%P S2_SC   =  1.01
%P L_ANG_MAX = 207
B 2401 7951   70    7
B 2411 7951   70    7
B 2421 7821   70    7
B 2431 7804   70    7
B 2441 7861   70    7
B 2451 7838   70    7
B 2461 7820   70    7
B 2471 7573   70    9
B 2481 7498   70   17
B 2491 7472   70   25
B 2501 7324   70   34
B 2511 7266   70   43
B 2521 7283   70   51
B 2531 7402   70   61
B 2541 7475   30   69
B 2551 7474   30   79
*** adj PULL_V2->64 
*** dt = 91 , A = 89 , rpm = 298 
B 2561 7564   64   90
B 2571 7617   64  100
B 2581 7642   64  110
B 2591 7619   64  119
B 2601 7775   64  127
B 2611 7768   64  137
B 2621 7811   64  146
B 2631 7773   64  155
B 2641 7755   64  164
B 2651 7659   64  175
pull out 176
B 2661 7645 -100  186
B 2671 7651 -100  197
B 2681 7626 -100  209
B 2691 7434 -100  221
B 2701 7426 -100  229
B 2711 7442 -100  240
B 2721 7578 -100  249
B 2731 7621 -100  257
B 2741 7336 -100  263
B 2751 7317 -100  264
B 2761 7244 -100  264
*** amax = 264  vhit = 75
B 2771 7388  -75  261
B 2781 7241  -75  248
B 2791 7269  -75  233
B 2801 6978  -75  216
B 2811 7057  -75  199
B 2821 7112  -75  181
B 2831 7327  -75  161
B 2841 7561  -75  141
B 2851 7568  -75  121
B 2861 7675  -75   99
B 2871 7708  -75   76
B 2881 7708  -75   53
B 2891 7711  -75   29
B 2901 7722  -75    5
push -11 -10
push out at target
B 2911 7729   80  -15
B 2921 7760   80  -25
B 2931 7725   80  -37
B 2941 7608   80  -51
B 2951 7639   80  -64
B 2961 7640   80  -77
B 2971 7685   80  -92
B 2981 7219   80 -106
B 2991 7372   80 -119
B 3001 7270   80 -126
B 3011 7422   48 -127
B 3021 7355    0 -127
B 3031 7517   10 -125
B 3041 7420   10 -113
B 3051 7289   10 -104
B 3061 7310   10  -91
B 3071 7889   10  -79
B 3081 7896   10  -65
B 3091 7900   10  -53
B 3101 7900   10  -41
B 3111 7900   10  -29
pb end 
B 3121 7904    0  -18
B 3131 7940    0   -8
B 3141 7942    0    0
B 3151 7944    0    6
B 3161 7942    0   11
B 3171 7945    0   14
B 3181 7944    0   16
B 3191 7944    0   17
B 3201 7945    0   18
B 3211 7945    0   18
B 3221 7944    0   20
B 3231 7945    0   20
B 3241 7944    0   20
B 3251 7947    0   20
B 3261 7945    0   20
B 3271 7948    0   20
B 3281 7945    0   20
B 3291 7945    0   20
B 3301 7945    0   19
B 3311 7945    0   19
B 3321 7945    0   19
B 3331 7945    0   19
B 3341 7947    0   18
B 3351 7945    0   17
B 3361 7947    0   15
B 3371 7948    0   14
B 3381 7944    0   13
B 3391 7947    0   11
B 3401 7947    0   10
B 3411 7947    0    9
B 3421 7948    0    8
B 3431 7947    0    7
B 3441 7947    0    6
B 3451 7947    0    5
B 3461 7945    0    5
B 3471 7947    0    5
B 3481 7947    0    5
B 3491 7945    0    5
B 3501 7947    0    5
B 3511 7948    0    5
B 3521 7948    0    5
B 3531 7945    0    5
B 3541 7947    0    5
B 3551 7947    0    5
B 3561 7947    0    5
B 3571 7948    0    5
B 3581 7948    0    5
B 3591 7947    0    5
B 3601 7947    0    5
B 3611 7947    0    5
SSS vs= 1.01  t=  207
%P VOLT1   = 7742
%P VOLT2   = 8258
%P S2_SC   =  1.01
%P L_ANG_MAX = 207
B 3621 7948   70    5
B 3631 7948   70    5
B 3641 7947   70    5
B 3651 7947   70    5
B 3661 7831   70    5
B 3671 7798   70    5
B 3681 7818   70    5
B 3691 7839   70    5
B 3701 7510   70    5
B 3711 7585   70    5
B 3721 7557   70   13
B 3731 7525   70   21
B 3741 7332   70   29
B 3751 7334   70   39
B 3761 7277   70   47
B 3771 7398   70   56
B 3781 7403   30   65
B 3791 7439   30   74
B 3801 7546   30   85
*** adj PULL_V2->53 
*** dt = 78 , A = 89 , rpm = 331 
B 3811 7610   53   95
B 3821 7638   53  105
B 3831 7686   53  114
B 3841 7659   53  121
B 3851 7795   53  131
B 3861 7836   53  139
B 3871 7839   53  147
B 3881 7692   53  156
pull out 158
B 3891 7752 -100  165
B 3901 7740 -100  174
B 3911 7624 -100  184
B 3921 7593 -100  191
B 3931 7623 -100  200
B 3941 7607 -100  208
B 3951 7306 -100  214
B 3961 7307 -100  219
B 3971 7384 -100  221
B 3981 7442 -100  221
B 3991 7399 -100  221
*** amax = 221  vhit = 93
B 4001 7381  -93  208
B 4011 7013  -93  193
B 4021 7072  -93  177
B 4031 6999  -93  161
B 4041 7128  -93  142
B 4051 7166  -93  123
B 4061 7322  -93  103
B 4071 7529  -93   82
B 4081 7526  -93   59
B 4091 7565  -93   35
B 4101 7580  -93   11
push -11 -10
push out at target
B 4111 7594   80  -12
B 4121 7598   80  -23
B 4131 7454   80  -35
B 4141 7459   80  -47
B 4151 7582   80  -58
B 4161 7136   80  -71
B 4171 7176   80  -83
B 4181 7339   80  -95
B 4191 7486   80 -103
B 4201 7405   56 -104
B 4211 7445    0 -104
B 4221 7383   10 -104
B 4231 7471   10  -93
B 4241 7330   10  -84
B 4251 7881   10  -72
B 4261 7889   10  -60
B 4271 7895   10  -48
B 4281 7897   10  -36
B 4291 7899   10  -24
B 4301 7900   10  -13
pb end 
B 4311 7937    0   -2
B 4321 7938    0    7
B 4331 7937    0   15
B 4341 7940    0   20
B 4351 7940    0   24
B 4361 7941    0   25
B 4371 7941    0   27
B 4381 7942    0   27
B 4391 7941    0   27
B 4401 7942    0   27
B 4411 7941    0   27
B 4421 7942    0   27
B 4431 7940    0   27
B 4441 7941    0   27
B 4451 7942    0   26
B 4461 7944    0   25
B 4471 7942    0   24
B 4481 7944    0   22
B 4491 7945    0   21
B 4501 7941    0   19
B 4511 7944    0   17
B 4521 7944    0   16
B 4531 7944    0   14
B 4541 7945    0   13
B 4551 7945    0   11
B 4561 7944    0   10
B 4571 7945    0    9
B 4581 7944    0    8
B 4591 7944    0    7
B 4601 7945    0    6
B 4611 7945    0    6
B 4621 7945    0    5
B 4631 7945    0    5
B 4641 7945    0    5
B 4651 7945    0    5
B 4661 7945    0    5
B 4671 7944    0    5
B 4681 7944    0    5
B 4691 7945    0    5
B 4701 7947    0    5
B 4711 7945    0    5
B 4721 7945    0    5
B 4731 7945    0    5
B 4741 7945    0    5
B 4751 7945    0    5
B 4761 7947    0    5
B 4771 7948    0    5
B 4781 7945    0    5
B 4791 7947    0    5
B 4801 7947    0    5
SSS vs= 1.01  t=  207
%P VOLT1   = 7742
%P VOLT2   = 8251
%P S2_SC   =  1.01
%P L_ANG_MAX = 207
B 4811 7945   70    5
B 4821 7947   70    5
B 4831 7945   70    5
B 4841 7941   70    5
B 4851 7814   70    5
B 4862 7800   70    5
B 4872 7821   70    5
B 4882 7491   70    5
B 4892 7504   70    5
B 4902 7594   70    5
B 4912 7562   70    9
B 4922 7503   70   19
B 4932 7400   70   28
B 4942 7236   70   37
B 4952 7274   70   45
B 4962 7379   70   54
B 4972 7461   30   63
B 4982 7457   30   72
B 4992 7508   30   82
*** adj PULL_V2->58 
*** dt = 84 , A = 89 , rpm = 315 
B 5002 7502   58   93
B 5012 7581   58  103
B 5022 7586   58  114
B 5032 7551   58  125
B 5042 7558   58  134
B 5052 7772   58  144
B 5062 7606   58  154
B 5072 7602   58  165
B 5082 7663   58  175
pull out 176
B 5092 7691 -100  186
B 5102 7691 -100  197
B 5112 7683 -100  209
B 5122 7513 -100  219
B 5132 7513 -100  227
B 5142 7565 -100  237
B 5152 7093 -100  245
B 5162 7126 -100  253
B 5172 7285 -100  257
B 5182 7411 -100  257
B 5192 7346 -100  257
*** amax = 257  vhit = 75
B 5202 7391  -75  253
B 5212 7100  -75  239
B 5222 7149  -75  224
B 5232 7031  -75  208
B 5242 7067  -75  190
B 5252 7121  -75  172
B 5262 7258  -75  153
B 5272 7592  -75  133
B 5282 7600  -75  111
B 5292 7667  -75   89
B 5302 7701  -75   67
B 5312 7707  -75   44
B 5322 7709  -75   20
