SSS v= 7681  t=  270 
SSS    0     0     0     0
%P VOLT1   = 7623
%P VOLT2   = 7685
%P S2_SC   =  1.04
%P L_ANG_MAX = 270
S 7685     0     0     0
B   0 768  124    0
B  10 768  124    0
B  20 768  124    0
B  31 670  124    0
B  41 652  124    0
B  51 648  124    0
B  61 634  124    0
B  71 609  124    1
B  81 586  124    9
B  91 580  124   18
B 102 590  124   27
B 113 609  124   37
B 123 622  124   45
B 133 625  124   55
B 143 622  114   65
B 153 619   91   76
B 163 618   68   87
B 174 628   41  101
B 184 638   41  113
B 194 686   41  125
B 204 707   41  138
B 214 721   41  151
B 225 729   41  163
B 236 733   41  176
B 246 736   41  188
B 257 738   41  199
pull out 203
B 267 739 -124  209
B 279 662 -124  221
B 290 618 -124  227
B 300 627 -124  236
B 310 652 -124  244
B 321 675 -124  250
B 331 686 -124  255
B 341 656 -124  257
B 351 608 -124  257
B 362 575 -124  256
B 372 565 -124  245
B 384 576 -124  229
B 395 605 -124  213
B 405 637 -124  197
B 415 659 -124  181
B 426 675 -124  161
B 436 681 -124  141
B 447 682 -124  119
B 458 683 -124   95
B 468 686 -124   73
B 478 691 -124   50
B 488 699 -124   25
B 498 706 -124    1
push -15 -15
push out at target
B 509 712   83  -22
B 520 704   83  -32
B 531 642   83  -44
B 541 626   83  -58
B 551 644   83  -68
B 563 673   83  -85
B 573 689   83  -98
B 583 675   83 -110
B 594 628   83 -116
B 604 591   36 -117
B 614 575    0 -117
B 624 662   10 -112
B 634 713   10 -100
B 644 734   10  -91
B 654 746   10  -78
B 665 752   10  -65
B 675 756   10  -52
B 685 757   10  -40
B 695 759   10  -27
B 705 759   10  -16
pb end 
SSS v= 7681  t=  270 
SSS    4     0     0    -4
%P VOLT1   = 7623
%P VOLT2   = 7681
%P S2_SC   =  1.04
%P L_ANG_MAX = 270
S 7681     4     0     0
B   0 768  124   -4
B  10 768  124   -4
B  20 768  124   -4
B  30 713  124   -4
B  40 661  124   -4
B  50 657  124   -4
B  60 662  124   -4
B  71 651  124   -4
B  81 617  124    1
B  92 585  124    9
B 103 576  124   20
B 113 589  124   29
B 123 610  124   40
B 133 626  124   49
B 143 633  124   59
B 153 632  106   70
B 163 625   81   81
B 173 621   58   93
B 183 623   41  107
B 194 653   41  120
B 205 681   41  134
B 215 707   41  148
B 226 722   41  163
B 237 730   41  177
B 249 734   41  191
pull out 202
B 259 737 -124  202
B 269 738 -124  214
B 279 735 -124  224
B 290 628 -124  234
B 301 617 -124  243
B 312 639 -124  253
B 324 667 -124  262
B 334 682 -124  268
B 345 659 -124  271
B 355 607 -124  271
B 365 579 -124  271
B 375 566 -124  263
B 385 566 -124  251
B 396 587 -124  235
B 406 618 -124  220
B 416 645 -124  205
B 428 669 -124  184
B 439 678 -124  163
B 450 680 -124  140
B 461 681 -124  116
B 473 685 -124   91
B 483 691 -124   67
B 493 697 -124   43
B 504 705 -124   16
B 514 711 -124   -8
push -17 -15
push out at target
B 524 715   83  -26
B 534 705   83  -37
B 544 676   83  -51
B 554 629   83  -66
B 564 621   83  -80
B 574 641   83  -96
B 584 664   83 -113
B 594 680   83 -129
B 604 654   83 -142
B 614 613   83 -149
B 624 582   49 -151
B 634 565    6 -150
B 644 597   10 -147
B 654 643   10 -134
B 664 696   10 -120
B 674 726   10 -109
B 684 742   10  -96
B 694 749   10  -83
B 704 754   10  -69
B 715 755   10  -55
B 725 758   10  -42
pb end 
SSS v= 7674  t=  270 
SSS    8     0     0    -5
%P VOLT1   = 7623
%P VOLT2   = 7674
%P S2_SC   =  1.04
%P L_ANG_MAX = 270
S 7674     8     0     0
B   0 767  125   -5
B  10 767  125   -5
B  21 767  125   -5
B  31 717  125   -5
B  41 660  125   -5
B  51 654  125   -5
B  61 655  125   -5
B  71 637  125   -4
B  81 606  125    1
B  92 582  125   11
B 102 577  125   21
B 112 591  125   31
B 122 611  125   40
B 132 626  125   49
B 142 632  125   60
B 152 629  107   70
B 162 624   81   81
B 173 621   56   95
B 183 624   41  108
B 194 659   41  121
B 205 700   41  137
B 217 718   41  152
B 227 726   41  165
B 237 731   41  177
B 248 734   41  189
B 259 737   41  201
pull out 209
B 269 738 -125  213
B 280 739 -125  224
B 292 738 -125  235
B 302 681 -125  246
B 313 625 -125  253
B 323 630 -125  263
B 334 654 -125  272
B 345 676 -125  279
B 355 682 -125  285
B 366 640 -125  287
B 377 593 -125  287
B 387 572 -125  285
B 397 563 -125  273
B 407 572 -125  261
B 417 598 -125  246
B 427 627 -125  232
B 438 653 -125  214
B 449 669 -125  196
B 459 675 -125  176
B 469 676 -125  155
B 480 677 -125  132
B 490 682 -125  109
B 501 690 -125   85
B 512 698 -125   58
B 522 706 -125   32
B 533 712 -125    5
push -15 -15
push out at target
B 543 716   83  -19
B 553 714   83  -31
B 564 693   83  -43
B 574 632   83  -59
B 585 624   83  -75
B 595 646   83  -91
B 606 670   83 -107
B 617 680   83 -124
B 627 645   83 -136
B 637 602   83 -141
B 648 576   32 -141
B 658 582   10 -141
B 668 669   10 -135
B 679 715   10 -123
B 689 736   10 -111
B 699 746   10 -101
B 709 752   10  -88
B 720 755   10  -76
B 730 756   10  -64
B 741 758   10  -52
pb end 
SSS v= 7671  t=  270 
SSS   12     0     0     0
%P VOLT1   = 7623
%P VOLT2   = 7671
%P S2_SC   =  1.04
%P L_ANG_MAX = 270
S 7671    12     0     0
B   0 767  125    0
B  10 767  125    0
B  20 754  125    0
B  30 665  125    0
B  40 651  125    0
B  50 649  125    0
B  60 634  125    1
B  70 605  125    2
B  81 584  125   11
B  92 579  125   21
B 103 595  125   32
B 113 613  125   41
B 123 626  125   50
B 133 630  125   60
B 143 626  104   71
B 153 621   81   82
B 163 619   52   95
B 173 623   41  107
B 183 646   41  121
B 193 690   41  133
B 203 711   41  147
B 213 722   41  160
B 223 728   41  172
B 233 731   41  183
B 243 734   41  195
pull out 203
B 253 736 -125  207
B 263 737 -125  217
B 273 719 -125  227
B 283 624 -125  237
B 293 615 -125  243
B 303 635 -125  252
B 313 658 -125  260
B 323 680 -125  266
B 333 675 -125  271
B 343 633 -125  271
B 353 590 -125  271
B 363 571 -125  269
B 373 565 -125  257
B 383 576 -125  243
B 393 600 -125  229
B 403 629 -125  213
B 414 655 -125  195
B 424 672 -125  177
B 434 678 -125  157
B 444 680 -125  136
B 454 681 -125  115
B 464 684 -125   93
B 474 690 -125   70
B 484 696 -125   47
B 494 703 -125   23
B 505 710 -125   -4
push -15 -15
push out at target
B 515 713   83  -24
B 525 705   83  -35
B 535 676   83  -47
B 545 634   83  -61
B 555 619   83  -77
B 565 637   83  -91
B 575 660   83 -107
B 585 679   83 -124
B 596 658   83 -138
B 606 615   83 -145
B 616 583   50 -147
B 626 568    6 -147
B 636 623   10 -144
B 646 691   10 -132
B 656 724   10 -119
B 667 740   10 -108
B 677 748   10  -95
B 689 753   10  -80
B 700 755   10  -66
B 711 756   10  -53
B 721 757   10  -41
pb end 
SSS v= 7660  t=  270 
SSS   16     0     0    -3
%P VOLT1   = 7623
%P VOLT2   = 7664
%P S2_SC   =  1.04
%P L_ANG_MAX = 270
S 7664    16     0     0
B   0 766  125   -3
B  10 766  125   -3
B  20 766  125   -3
B  31 761  125   -3
B  41 667  125   -3
B  51 650  125   -3
B  61 647  125   -3
B  73 630  125   -3
B  83 602  125    3
B  93 581  125   11
B 103 578  125   20
B 113 592  125   29
B 124 611  125   39
B 135 624  125   49
B 145 627  125   61
B 155 624  104   71
B 165 621   81   83
B 175 620   52   95
B 185 624   41  108
B 196 647   41  121
B 206 687   41  135
B 217 708   41  149
B 228 721   41  164
B 238 728   41  177
B 249 731   41  189
B 260 734   41  202
pull out 207
B 270 736 -125  214
B 280 737 -125  224
B 291 647 -125  235
B 301 612 -125  242
B 313 629 -125  253
B 324 654 -125  262
B 334 676 -125  269
B 345 675 -125  274
B 355 628 -125  275
B 365 590 -125  275
B 375 569 -125  272
B 386 563 -125  259
B 397 578 -125  244
B 407 607 -125  229
B 419 641 -125  210
B 429 661 -125  194
B 440 674 -125  174
B 450 678 -125  153
B 461 679 -125  130
B 471 681 -125  109
B 482 686 -125   85
B 494 694 -125   55
B 505 702 -125   29
B 516 709 -125    2
push -17 -15
