SSS vs= 0.95  t=  186
%P VOLT1   = 8392
%P VOLT2   = 8363
%P S2_SC   =  0.95
%P L_ANG_MAX = 186
B   0 838   66  -12
B  10 8380   66  -12
B  20 8327   66  -12
B  30 8251   66  -12
B  40 8254   66  -12
B  50 8270   66  -12
B  60 7918   66  -12
B  70 8022   66   -9
B  80 7971   66   -3
B  90 7972   66    5
B 100 7968   66   14
B 110 7920   66   23
B 120 7774   66   32
B 132 7724   66   43
B 143 7727   66   53
B 153 7902   47   63
B 163 7929   28   73
B 173 7926   28   84
B 183 7962   28   95
*** adj PULL_V2->42 
*** dt = 29 , A = 99 , rpm = 364 
B 193 8019   40  107
B 203 8035   40  119
B 213 7967   40  129
pull out 131
B 223 8255  -95  140
B 233 8258  -95  151
B 243 7961  -95  159
B 253 7960  -95  168
B 263 8006  -95  177
B 273 7787  -95  185
B 283 7517  -95  190
B 293 7488  -95  194
B 303 7723  -95  195
B 313 7771  -95  195
*** amax = 195  vhit = 96
B 323 7735  -91  189
B 333 7556  -91  175
B 343 7311  -91  159
B 353 7379  -91  143
B 363 7308  -91  125
B 373 7471  -91  107
B 383 7496  -91   87
B 393 7785  -91   65
B 403 7852  -91   43
B 413 7848  -91   19
B 423 7893  -91   -5
push -10 -10
push out at target
B 433 7910   76  -24
B 443 7900   76  -34
B 453 7871   76  -46
B 463 7874   76  -60
B 473 7918   76  -73
B 483 7893   76  -85
B 493 7613   76  -99
B 503 7617   76 -113
B 513 7887   76 -123
B 523 7872   69 -127
B 533 7830   21 -127
B 543 7904    9 -127
B 553 7790    9 -119
B 563 7851    9 -107
B 573 7702    9  -96
B 583 8247    9  -83
B 593 8254    9  -70
B 603 8294    9  -57
B 613 8295    9  -43
B 623 8297    9  -31
B 633 8332    9  -18
pb end 
B 643 8333    0   -7
B 653 8336    0    3
B 663 8335    0   10
B 673 8336    0   15
B 683 8336    0   19
B 693 8338    0   21
B 703 8338    0   22
B 713 8339    0   22
B 723 8338    0   22
B 733 8372    0   23
B 743 8373    0   23
B 753 8339    0   23
B 763 8373    0   23
B 773 8373    0   23
B 783 8374    0   23
B 793 8374    0   23
B 803 8373    0   23
B 813 8373    0   23
B 823 8373    0   23
B 833 8374    0   23
B 843 8373    0   21
B 853 8374    0   19
B 863 8376    0   16
B 873 8374    0   14
B 883 8374    0   12
B 893 8374    0   10
B 903 8374    0    7
B 913 8373    0    6
B 923 8376    0    3
B 933 8376    0    2
B 943 8374    0    0
B 953 8374    0   -2
B 963 8376    0   -3
B 973 8374    0   -5
B 983 8374    0   -5
B 993 8376    0   -6
B 1003 8374    0   -7
B 1013 8376    0   -7
B 1023 8374    0   -7
