SSS v= 7765  t=  240 
SSS    0     0     0     0
%P VOLT1   = 7683
%P VOLT2   = 7765
%P S2_SC   =  1.03
%P L_ANG_MAX = 240
S 7765     0     0     0
B   0 776  123    0
B  11 776  123    0
B  21 771  123    0
B  31 682  123    0
B  41 663  123    0
B  51 674  123    0
B  61 690  123    0
B  71 706  123    0
B  81 701  123    0
B  91 664  123    0
B 101 622  123    6
B 111 588  123   15
B 121 580  123   26
B 131 593  123   36
B 141 616  123   46
B 151 636  123   56
B 161 644  115   66
B 171 641   91   76
B 181 632   68   87
B 191 632   44   99
B 201 637   41  113
B 211 687   41  125
B 221 711   41  137
B 231 726   41  150
B 241 735   41  162
B 251 739   41  173
B 261 742   41  183
pull out 185
B 271 744 -123  193
B 281 653 -123  203
B 291 618 -123  211
B 301 630 -123  219
B 311 654 -123  226
B 322 680 -123  233
B 332 687 -123  237
B 343 653 -123  238
B 354 604 -123  238
B 364 579 -123  236
B 374 573 -123  225
B 386 587 -123  209
B 396 615 -123  194
B 407 643 -123  177
B 417 665 -123  159
B 427 680 -123  141
B 438 686 -123  121
B 449 687 -123   99
B 459 687 -123   77
B 469 691 -123   55
B 480 697 -123   30
B 491 704 -123    2
push -17 -15
push out at target
B 501 710   82  -19
B 511 706   82  -28
B 522 680   82  -39
B 532 634   82  -53
B 543 638   82  -66
B 553 661   82  -80
B 564 683   82  -96
B 574 693   82 -110
B 584 662   82 -120
B 594 620   75 -125
B 604 592   32 -125
B 615 581   10 -125
B 627 685   10 -113
B 638 727   10  -99
B 648 746   10  -88
B 659 756   10  -74
B 669 761   10  -61
B 680 764   10  -47
B 691 765   10  -33
B 701 766   10  -19
pb end 
SSS v= 7751  t=  240 
SSS    0     0     0    -1
%P VOLT1   = 7683
%P VOLT2   = 7751
%P S2_SC   =  1.03
%P L_ANG_MAX = 240
S 7751     0     0     0
B   0 775  123   -1
B  10 775  123   -1
B  20 775  123   -1
B  30 720  123   -1
B  40 666  123   -1
B  50 661  123   -1
B  60 660  123   -1
B  70 641  123   -1
B  80 613  123    4
B  90 588  123   14
B 100 583  123   23
B 110 594  123   31
B 121 615  123   42
B 131 631  123   51
B 141 636  121   61
B 151 633  101   72
B 161 629   76   83
B 171 628   52   95
B 182 648   41  109
B 193 681   41  123
B 203 712   41  137
B 213 726   41  149
B 223 733   41  162
B 233 739   41  173
pull out 183
B 243 741 -123  185
B 253 744 -123  196
B 263 706 -123  207
B 273 623 -123  214
B 283 618 -123  223
B 293 639 -123  231
B 303 663 -123  239
B 313 683 -123  244
B 323 676 -123  249
B 333 633 -123  249
B 343 593 -123  249
B 353 576 -123  245
B 363 571 -123  232
B 373 587 -123  218
B 383 613 -123  203
B 393 641 -123  188
B 403 666 -123  170
B 413 680 -123  151
B 423 686 -123  133
B 433 687 -123  113
B 444 687 -123   90
B 455 690 -123   66
B 466 696 -123   39
B 478 704 -123   11
B 488 711 -123  -14
push -15 -15
push out at target
B 499 712   82  -25
B 509 692   82  -36
B 520 635   82  -50
B 530 639   82  -63
B 541 659   82  -76
B 551 683   82  -92
B 562 694   82 -106
B 572 663   82 -117
B 583 616   82 -121
B 593 590   20 -121
B 603 581   10 -121
B 613 579   10 -112
B 623 611   10  -99
B 633 693   10  -85
B 643 727   10  -74
B 653 746   10  -60
B 663 755   10  -46
B 673 759   10  -33
B 683 761   10  -18
B 693 763   10   -4
pb end 
SSS v= 7751  t=  250 
SSS    4     0     0    -4
%P VOLT1   = 7683
%P VOLT2   = 7751
%P S2_SC   =  1.03
%P L_ANG_MAX = 250
S 7751     4     0     0
B   0 775  123   -4
B  10 775  123   -4
B  20 761  123   -4
B  31 675  123   -4
B  41 663  123   -4
B  51 667  123   -4
B  61 656  123   -3
B  71 629  123    1
B  82 600  123   10
B  92 586  123   19
B 102 589  123   28
B 112 606  123   38
B 122 624  123   47
B 132 634  123   57
B 142 637  111   68
B 152 632   89   79
B 162 628   67   91
B 172 646   45  103
B 182 660   41  117
B 192 701   41  129
B 202 722   41  143
B 212 731   41  155
B 222 736   41  167
B 233 740   41  179
B 243 743   41  191
pull out 195
B 253 745 -123  203
B 263 745 -123  212
